timestamp,key_hold_time,inter_key_delay,is_backspace,session_time_of_day_x,mouse_speed,click_event,session_time_of_day_y
1750094582.71,0.074,2.132,0.0,0.9535,0.0,0.0,0.0
1750094582.95,0.049,0.236,0.0,0.9535,0.0,0.0,0.0
1750094583.15,0.067,0.199,0.0,0.9535,0.0,0.0,0.0
1750094583.38,0.063,0.227,0.0,0.9535,0.0,0.0,0.0
1750094583.46,0.026,0.088,0.0,0.9535,0.0,0.0,0.0
1750094583.77,0.055,0.304,0.0,0.9535,0.0,0.0,0.0
1750094583.93,0.08,0.162,0.0,0.9535,0.0,0.0,0.0
1750094584.04,0.066,0.109,0.0,0.9535,0.0,0.0,0.0
1750094584.31,0.055,0.269,0.0,0.9535,0.0,0.0,0.0
1750094584.51,0.051,0.202,0.0,0.9535,0.0,0.0,0.0
1750094584.84,0.055,0.335,0.0,0.9535,0.0,0.0,0.0
1750094585.01,0.045,0.168,0.0,0.9535,0.0,0.0,0.0
1750094585.2,0.064,0.187,0.0,0.9535,0.0,0.0,0.0
1750094585.58,0.066,0.376,0.0,0.9535,0.0,0.0,0.0
1750094585.77,0.074,0.199,0.0,0.9535,0.0,0.0,0.0
1750094585.97,0.059,0.198,0.0,0.9535,0.0,0.0,0.0
1750094586.1,0.066,0.131,0.0,0.9535,0.0,0.0,0.0
1750094586.33,0.074,0.225,0.0,0.9535,0.0,0.0,0.0
1750094586.47,0.051,0.139,0.0,0.9535,0.0,0.0,0.0
1750094586.82,0.067,0.357,0.0,0.9535,0.0,0.0,0.0
1750094586.96,0.064,0.139,0.0,0.9535,0.0,0.0,0.0
1750094587.12,0.069,0.159,0.0,0.9536,0.0,0.0,0.0
1750094587.32,0.097,0.202,0.0,0.9536,0.0,0.0,0.0
1750094590.44,0.065,3.119,0.0,0.9536,0.0,0.0,0.0
1750094590.62,0.036,0.182,0.0,0.9536,0.0,0.0,0.0
1750094590.93,0.051,0.308,0.0,0.9536,0.0,0.0,0.0
1750094591.23,0.042,0.301,0.0,0.9536,0.0,0.0,0.0
1750094591.49,0.082,0.252,0.0,0.9536,0.0,0.0,0.0
1750094591.65,0.042,0.16,0.0,0.9536,0.0,0.0,0.0
1750094591.88,0.058,0.232,0.0,0.9536,0.0,0.0,0.0
1750094592.09,0.078,0.214,0.0,0.9536,0.0,0.0,0.0
1750094592.21,0.068,0.122,0.0,0.9536,0.0,0.0,0.0
1750094592.7,0.06,0.488,0.0,0.9536,0.0,0.0,0.0
1750094593.24,0.056,0.54,0.0,0.9536,0.0,0.0,0.0
1750094593.44,0.042,0.195,0.0,0.9536,0.0,0.0,0.0
1750094593.64,0.068,0.199,0.0,0.9536,0.0,0.0,0.0
1750094594.01,0.073,0.376,0.0,0.9536,0.0,0.0,0.0
1750094594.17,0.076,0.159,0.0,0.9536,0.0,0.0,0.0
1750094594.69,0.075,0.517,0.0,0.9536,0.0,0.0,0.0
1750094594.91,0.083,0.224,0.0,0.9536,0.0,0.0,0.0
1750094595.21,0.063,0.296,0.0,0.9536,0.0,0.0,0.0
1750094595.39,0.063,0.18,0.0,0.9536,0.0,0.0,0.0
1750094595.67,0.052,0.278,0.0,0.9536,0.0,0.0,0.0
1750094596.85,0.022,1.18,0.0,0.9537,0.0,0.0,0.0
1750094597.04,0.094,0.196,0.0,0.9537,0.0,0.0,0.0
1750094597.33,0.053,0.291,0.0,0.9537,0.0,0.0,0.0
1750094597.55,0.07,0.219,0.0,0.9537,0.0,0.0,0.0
1750094597.84,0.069,0.288,0.0,0.9537,0.0,0.0,0.0
1750094598.01,0.064,0.17,0.0,0.9537,0.0,0.0,0.0
1750094598.19,0.062,0.183,0.0,0.9537,0.0,0.0,0.0
1750094598.44,0.086,0.241,0.0,0.9537,0.0,0.0,0.0
1750094598.7,0.08,0.267,0.0,0.9537,0.0,0.0,0.0
1750094598.82,0.036,0.12,0.0,0.9537,0.0,0.0,0.0
1750094599.04,0.067,0.214,0.0,0.9537,0.0,0.0,0.0
1750094599.29,0.077,0.25,0.0,0.9537,0.0,0.0,0.0
1750094599.49,0.054,0.202,0.0,0.9537,0.0,0.0,0.0
1750094599.83,0.057,0.345,0.0,0.9537,0.0,0.0,0.0
1750094600.01,0.076,0.175,0.0,0.9537,0.0,0.0,0.0
1750094600.51,0.119,0.502,0.0,0.9537,0.0,0.0,0.0
1750094600.94,0.064,0.431,0.0,0.9537,0.0,0.0,0.0
1750094601.66,1.632,0.72,0.0,0.9537,0.0,0.0,0.0
1750094601.81,0.101,0.148,0.0,0.9537,0.0,0.0,0.0
1750094602.3,0.329,0.492,0.0,0.9537,0.0,0.0,0.0
1750094602.84,0.07,0.54,0.0,0.9537,0.0,0.0,0.0
1750094603.06,0.054,0.223,0.0,0.9537,0.0,0.0,0.0
1750094603.26,0.074,0.196,0.0,0.9537,0.0,0.0,0.0
1750094603.39,0.066,0.127,0.0,0.9537,0.0,0.0,0.0
1750094603.56,0.047,0.177,0.0,0.9537,0.0,0.0,0.0
1750094603.74,0.059,0.175,0.0,0.9537,0.0,0.0,0.0
1750094604.04,0.086,0.298,0.0,0.9537,0.0,0.0,0.0
1750094604.3,0.057,0.265,0.0,0.9537,0.0,0.0,0.0
1750094604.45,0.073,0.151,0.0,0.9537,0.0,0.0,0.0
1750094604.72,0.067,0.266,0.0,0.9537,0.0,0.0,0.0
1750094605.27,0.071,0.549,0.0,0.9538,0.0,0.0,0.0
1750094605.46,0.048,0.189,0.0,0.9538,0.0,0.0,0.0
1750094605.72,0.066,0.265,0.0,0.9538,0.0,0.0,0.0
1750094606.05,0.029,0.33,0.0,0.9538,0.0,0.0,0.0
1750094606.23,0.075,0.179,0.0,0.9538,0.0,0.0,0.0
1750094606.5,0.084,0.266,0.0,0.9538,0.0,0.0,0.0
1750094606.74,0.064,0.246,0.0,0.9538,0.0,0.0,0.0
1750094607.63,0.053,0.89,0.0,0.9538,0.0,0.0,0.0
1750094608.6,0.073,0.97,0.0,0.9538,0.0,0.0,0.0
1750094608.77,0.033,0.166,0.0,0.9538,0.0,0.0,0.0
1750094608.96,0.053,0.192,0.0,0.9538,0.0,0.0,0.0
1750094609.09,0.047,0.128,0.0,0.9538,0.0,0.0,0.0
1750094609.27,0.07,0.181,0.0,0.9538,0.0,0.0,0.0
1750094609.79,0.064,0.521,0.0,0.9538,0.0,0.0,0.0
1750094610.32,0.078,0.53,0.0,0.9538,0.0,0.0,0.0
1750094610.35,17.421,0.031,0.0,0.9538,0.0,0.0,0.0
1750094610.4,0.07,0.049,0.0,0.9538,0.0,0.0,0.0
1750094610.42,0.063,0.013,0.0,0.9538,0.0,0.0,0.0
1750094610.45,0.06,0.032,0.0,0.9538,0.0,0.0,0.0
1750094610.48,0.057,0.032,0.0,0.9538,0.0,0.0,0.0
1750094610.51,0.077,0.032,0.0,0.9538,0.0,0.0,0.0
1750094610.54,0.068,0.032,0.0,0.9538,0.0,0.0,0.0
1750094610.58,0.071,0.032,0.0,0.9538,0.0,0.0,0.0
1750094610.59,0.059,0.011,0.0,0.9538,0.0,0.0,0.0
1750094610.94,0.067,0.352,0.0,0.9538,0.0,0.0,0.0
1750094611.22,0.106,0.28,0.0,0.9538,0.0,0.0,0.0
1750094611.37,0.059,0.146,0.0,0.9538,0.0,0.0,0.0
1750094611.63,0.058,0.267,0.0,0.9538,0.0,0.0,0.0
1750094611.79,0.067,0.154,0.0,0.9538,0.0,0.0,0.0
1750094612.06,0.039,0.275,0.0,0.9538,0.0,0.0,0.0
1750094612.34,0.047,0.275,0.0,0.9538,0.0,0.0,0.0
1750094612.51,0.057,0.171,0.0,0.9538,0.0,0.0,0.0
1750094612.98,0.045,0.467,0.0,0.9538,0.0,0.0,0.0
1750094613.5,0.301,0.523,0.0,0.9539,0.0,0.0,0.0
1750094613.53,21.093,0.032,0.0,0.9539,0.0,0.0,0.0
1750094613.56,0.072,0.033,0.0,0.9539,0.0,0.0,0.0
1750094613.59,0.058,0.031,0.0,0.9539,0.0,0.0,0.0
1750094613.63,0.076,0.032,0.0,0.9539,0.0,0.0,0.0
1750094613.66,0.038,0.032,0.0,0.9539,0.0,0.0,0.0
1750094613.69,0.065,0.031,0.0,0.9539,0.0,0.0,0.0
1750094613.72,0.015,0.033,0.0,0.9539,0.0,0.0,0.0
1750094613.75,0.068,0.031,0.0,0.9539,0.0,0.0,0.0
1750094613.79,0.082,0.032,0.0,0.9539,0.0,0.0,0.0
1750094613.82,0.049,0.029,0.0,0.9539,0.0,0.0,0.0
1750094614.19,0.064,0.378,0.0,0.9539,0.0,0.0,0.0
1750094614.4,0.076,0.207,0.0,0.9539,0.0,0.0,0.0
1750094614.66,0.066,0.263,0.0,0.9539,0.0,0.0,0.0
1750094615.02,0.069,0.359,0.0,0.9539,0.0,0.0,0.0
1750094615.35,0.071,0.33,0.0,0.9539,0.0,0.0,0.0
1750094615.49,0.075,0.137,0.0,0.9539,0.0,0.0,0.0
1750094615.65,1.829,0.161,0.0,0.9539,0.0,0.0,0.0
1750094615.95,0.071,0.297,0.0,0.9539,0.0,0.0,0.0
1750094616.21,0.058,0.264,0.0,0.9539,0.0,0.0,0.0
1750094616.59,0.069,0.383,0.0,0.9539,0.0,0.0,0.0
1750094616.78,0.061,0.189,0.0,0.9539,0.0,0.0,0.0
1750094616.98,0.052,0.195,0.0,0.9539,0.0,0.0,0.0
1750094617.21,0.054,0.231,0.0,0.9539,0.0,0.0,0.0
1750094617.35,0.222,0.138,0.0,0.9539,0.0,0.0,0.0
1750094617.75,0.078,0.407,0.0,0.9539,0.0,0.0,0.0
1750094617.91,0.042,0.153,0.0,0.9539,0.0,0.0,0.0
1750094618.1,0.075,0.192,0.0,0.9539,0.0,0.0,0.0
1750094619.34,0.027,1.243,0.0,0.9539,0.0,0.0,0.0
1750094620.03,0.064,0.692,0.0,0.9539,0.0,0.0,0.0
1750094620.29,0.063,0.261,0.0,0.9539,0.0,0.0,0.0
1750094620.48,0.073,0.191,0.0,0.9539,0.0,0.0,0.0
1750094621.02,0.062,0.537,0.0,0.9539,0.0,0.0,0.0
1750094621.36,0.048,0.34,0.0,0.9539,0.0,0.0,0.0
1750094621.6,0.527,0.238,0.0,0.9539,0.0,0.0,0.0
1750094621.91,0.053,0.31,0.0,0.9539,0.0,0.0,0.0
1750094622.68,0.045,0.773,0.0,0.954,0.0,0.0,0.0
1750094623.75,0.065,1.07,0.0,0.954,0.0,0.0,0.0
1750094623.91,0.062,0.156,0.0,0.954,0.0,0.0,0.0
1750094624.1,0.064,0.197,0.0,0.954,0.0,0.0,0.0
1750094624.24,0.047,0.136,0.0,0.954,0.0,0.0,0.0
1750094625.52,0.064,1.282,0.0,0.954,0.0,0.0,0.0
1750094625.69,0.47,0.164,0.0,0.954,0.0,0.0,0.0
1750094626.07,13.638,0.384,0.0,0.954,0.0,0.0,0.0
1750094626.31,0.061,0.234,0.0,0.954,0.0,0.0,0.0
1750094626.44,0.051,0.134,0.0,0.954,0.0,0.0,0.0
1750094626.66,0.054,0.222,0.0,0.954,0.0,0.0,0.0
1750094626.88,0.046,0.215,0.0,0.954,0.0,0.0,0.0
1750094627.19,0.066,0.308,0.0,0.954,0.0,0.0,0.0
1750094627.33,0.053,0.146,0.0,0.954,0.0,0.0,0.0
1750094627.63,0.077,0.299,0.0,0.954,0.0,0.0,0.0
1750094628.01,0.065,0.377,0.0,0.954,0.0,0.0,0.0
1750094628.46,0.04,0.454,0.0,0.954,0.0,0.0,0.0
1750094628.84,0.08,0.373,0.0,0.954,0.0,0.0,0.0
1750094629.0,0.078,0.165,0.0,0.954,0.0,0.0,0.0
1750094629.29,0.062,0.288,0.0,0.954,0.0,0.0,0.0
1750094629.52,0.106,0.236,0.0,0.954,0.0,0.0,0.0
1750094629.82,0.019,0.292,0.0,0.954,0.0,0.0,0.0
1750094629.96,0.079,0.147,0.0,0.954,0.0,0.0,0.0
1750094630.14,3.252,0.174,0.0,0.9541,0.0,0.0,0.0
1750094630.36,0.027,0.223,0.0,0.9541,0.0,0.0,0.0
1750094630.79,0.046,0.434,0.0,0.9541,0.0,0.0,0.0
1750094631.04,0.071,0.245,0.0,0.9541,0.0,0.0,0.0
1750094631.16,0.052,0.126,0.0,0.9541,0.0,0.0,0.0
1750094631.29,0.085,0.129,0.0,0.9541,0.0,0.0,0.0
1750094631.91,0.103,0.619,0.0,0.9541,0.0,0.0,0.0
1750094632.16,0.077,0.245,0.0,0.9541,0.0,0.0,0.0
1750094632.78,0.08,0.626,0.0,0.9541,0.0,0.0,0.0
1750094632.91,0.062,0.131,0.0,0.9541,0.0,0.0,0.0
1750094633.07,0.044,0.16,0.0,0.9541,0.0,0.0,0.0
1750094633.26,0.079,0.189,0.0,0.9541,0.0,0.0,0.0
1750094634.87,0.058,1.604,0.0,0.9541,0.0,0.0,0.0
1750094635.28,0.043,0.415,0.0,0.9541,0.0,0.0,0.0
1750094635.81,0.049,0.528,0.0,0.9541,0.0,0.0,0.0
1750094635.84,0.048,0.033,0.0,0.9541,0.0,0.0,0.0
1750094635.87,0.064,0.032,0.0,0.9541,0.0,0.0,0.0
1750094635.91,0.082,0.032,0.0,0.9541,0.0,0.0,0.0
1750094635.94,0.075,0.032,0.0,0.9541,0.0,0.0,0.0
1750094635.97,0.086,0.032,0.0,0.9541,0.0,0.0,0.0
1750094636.0,0.059,0.032,0.0,0.9541,0.0,0.0,0.0
1750094636.03,0.066,0.026,0.0,0.9541,0.0,0.0,0.0
1750094636.77,0.049,0.744,0.0,0.9541,0.0,0.0,0.0
1750094637.43,0.067,0.661,0.0,0.9541,0.0,0.0,0.0
1750094638.54,0.031,1.11,0.0,0.9541,0.0,0.0,0.0
1750094639.06,0.032,0.521,0.0,0.9542,0.0,0.0,0.0
1750094639.62,0.089,0.56,0.0,0.9542,0.0,0.0,0.0
1750094640.58,0.068,0.958,0.0,0.9542,0.0,0.0,0.0
1750094640.71,0.057,0.124,0.0,0.9542,0.0,0.0,0.0
1750094640.94,0.068,0.234,0.0,0.9542,0.0,0.0,0.0
1750094641.25,0.069,0.312,0.0,0.9542,0.0,0.0,0.0
1750094641.6,0.076,0.35,0.0,0.9542,0.0,0.0,0.0
1750094641.89,0.065,0.289,0.0,0.9542,0.0,0.0,0.0
1750094642.11,0.08,0.215,0.0,0.9542,0.0,0.0,0.0
1750094643.21,0.069,1.108,0.0,0.9542,0.0,0.0,0.0
1750094643.46,0.019,0.245,0.0,0.9542,0.0,0.0,0.0
1750094643.72,0.046,0.263,0.0,0.9542,0.0,0.0,0.0
1750094643.97,0.066,0.243,0.0,0.9542,0.0,0.0,0.0
1750094644.48,0.053,0.517,0.0,0.9542,0.0,0.0,0.0
1750094644.63,0.059,0.151,0.0,0.9542,0.0,0.0,0.0
1750094644.85,0.073,0.215,0.0,0.9542,0.0,0.0,0.0
1750094645.49,0.081,0.645,0.0,0.9542,0.0,0.0,0.0
1750094645.85,0.085,0.357,0.0,0.9542,0.0,0.0,0.0
1750094646.04,0.073,0.187,0.0,0.9542,0.0,0.0,0.0
1750094646.19,0.034,0.155,0.0,0.9542,0.0,0.0,0.0
1750094646.42,0.039,0.229,0.0,0.9542,0.0,0.0,0.0
1750094646.58,0.048,0.157,0.0,0.9542,0.0,0.0,0.0
1750094646.91,0.031,0.337,0.0,0.9542,0.0,0.0,0.0
1750094647.04,0.075,0.131,0.0,0.9542,0.0,0.0,0.0
1750094647.33,0.053,0.287,0.0,0.9542,0.0,0.0,0.0
1750094648.35,0.068,1.02,0.0,0.9543,0.0,0.0,0.0
1750094648.5,0.089,0.143,0.0,0.9543,0.0,0.0,0.0
1750094648.72,0.061,0.219,0.0,0.9543,0.0,0.0,0.0
1750094648.92,0.063,0.201,0.0,0.9543,0.0,0.0,0.0
1750094649.22,0.028,0.306,0.0,0.9543,0.0,0.0,0.0
1750094649.57,0.075,0.346,0.0,0.9543,0.0,0.0,0.0
1750094649.74,0.08,0.171,0.0,0.9543,0.0,0.0,0.0
1750094649.92,0.062,0.181,0.0,0.9543,0.0,0.0,0.0
1750094650.16,0.069,0.246,0.0,0.9543,0.0,0.0,0.0
1750094650.36,0.071,0.196,0.0,0.9543,0.0,0.0,0.0
1750094652.01,0.057,1.651,0.0,0.9543,0.0,0.0,0.0
1750094652.2,0.04,0.183,0.0,0.9543,0.0,0.0,0.0
1750094652.47,0.073,0.272,0.0,0.9543,0.0,0.0,0.0
1750094652.67,0.062,0.204,0.0,0.9543,0.0,0.0,0.0
1750094653.15,0.063,0.481,0.0,0.9543,0.0,0.0,0.0
1750094653.28,0.052,0.122,0.0,0.9543,0.0,0.0,0.0
1750094653.68,0.063,0.401,0.0,0.9543,0.0,0.0,0.0
1750094654.05,0.034,0.378,0.0,0.9543,0.0,0.0,0.0
1750094654.33,0.076,0.278,0.0,0.9543,0.0,0.0,0.0
1750094655.1,0.071,0.772,0.0,0.9543,0.0,0.0,0.0
1750094656.75,0.027,1.65,0.0,0.9544,0.0,0.0,0.0
1750094656.9,0.049,0.144,0.0,0.9544,0.0,0.0,0.0
1750094657.14,0.039,0.246,0.0,0.9544,0.0,0.0,0.0
1750094657.29,0.043,0.146,0.0,0.9544,0.0,0.0,0.0
1750094657.45,0.068,0.162,0.0,0.9544,0.0,0.0,0.0
1750094657.6,0.076,0.148,0.0,0.9544,0.0,0.0,0.0
1750094657.78,0.073,0.184,0.0,0.9544,0.0,0.0,0.0
1750094658.04,0.09,0.261,0.0,0.9544,0.0,0.0,0.0
1750094658.64,0.039,0.598,0.0,0.9544,0.0,0.0,0.0
1750094659.12,0.062,0.48,0.0,0.9544,0.0,0.0,0.0
1750094659.24,0.046,0.12,0.0,0.9544,0.0,0.0,0.0
1750094659.43,0.069,0.185,0.0,0.9544,0.0,0.0,0.0
1750094659.68,0.074,0.256,0.0,0.9544,0.0,0.0,0.0
1750094659.87,0.039,0.184,0.0,0.9544,0.0,0.0,0.0
1750094660.17,0.043,0.304,0.0,0.9544,0.0,0.0,0.0
1750094661.87,0.067,1.697,0.0,0.9544,0.0,0.0,0.0
1750094662.07,0.011,0.202,0.0,0.9544,0.0,0.0,0.0
1750094662.22,0.048,0.156,0.0,0.9544,0.0,0.0,0.0
1750094662.4,0.199,0.169,0.0,0.9544,0.0,0.0,0.0
1750094662.58,16.905,0.187,0.0,0.9544,0.0,0.0,0.0
1750094662.69,0.072,0.11,0.0,0.9544,0.0,0.0,0.0
1750094663.17,0.065,0.474,0.0,0.9544,0.0,0.0,0.0
1750094663.45,0.05,0.281,0.0,0.9544,0.0,0.0,0.0
1750094663.56,0.084,0.111,0.0,0.9544,0.0,0.0,0.0
1750094663.71,0.066,0.156,0.0,0.9544,0.0,0.0,0.0
1750094664.01,0.071,0.302,0.0,0.9544,0.0,0.0,0.0
1750094664.62,0.062,0.61,0.0,0.9544,0.0,0.0,0.0
1750094665.75,0.074,1.128,0.0,0.9545,0.0,0.0,0.0
1750094666.08,0.062,0.33,0.0,0.9545,0.0,0.0,0.0
1750094666.22,0.038,0.135,0.0,0.9545,0.0,0.0,0.0
1750094666.44,0.061,0.222,0.0,0.9545,0.0,0.0,0.0
1750094666.6,0.109,0.16,0.0,0.9545,0.0,0.0,0.0
1750094666.68,0.09,0.085,0.0,0.9545,0.0,0.0,0.0
1750094667.07,0.059,0.388,0.0,0.9545,0.0,0.0,0.0
1750094667.21,0.018,0.138,0.0,0.9545,0.0,0.0,0.0
1750094667.55,0.054,0.338,0.0,0.9545,0.0,0.0,0.0
1750094668.06,0.064,0.515,1.0,0.9545,0.0,0.0,0.0
1750094668.3,0.06,0.24,0.0,0.9545,0.0,0.0,0.0
1750094668.66,0.063,0.36,0.0,0.9545,0.0,0.0,0.0
1750094668.98,0.068,0.322,0.0,0.9545,0.0,0.0,0.0
1750094671.06,0.053,2.078,1.0,0.9545,0.0,0.0,0.0
1750094671.66,0.043,0.601,0.0,0.9545,0.0,0.0,0.0
1750094671.92,0.073,0.258,0.0,0.9545,0.0,0.0,0.0
1750094683.38,0.077,11.454,0.0,0.9547,0.0,0.0,0.0
1750094683.51,0.054,0.137,0.0,0.9547,0.0,0.0,0.0
1750094683.8,0.056,0.289,0.0,0.9547,0.0,0.0,0.0
1750094683.95,0.095,0.152,0.0,0.9547,0.0,0.0,0.0
1750094685.52,0.09,1.572,0.0,0.9547,0.0,0.0,0.0
1750094685.71,0.066,0.189,0.0,0.9547,0.0,0.0,0.0
1750094685.91,0.067,0.195,0.0,0.9547,0.0,0.0,0.0
1750094686.12,0.091,0.209,0.0,0.9547,0.0,0.0,0.0
1750094686.27,0.057,0.15,0.0,0.9547,0.0,0.0,0.0
1750094687.49,0.072,1.222,0.0,0.9547,0.0,0.0,0.0
1750094687.68,0.083,0.189,0.0,0.9547,0.0,0.0,0.0
1750094687.96,0.079,0.278,0.0,0.9547,0.0,0.0,0.0
1750094688.23,0.096,0.275,0.0,0.9547,0.0,0.0,0.0
1750094689.07,0.061,0.84,1.0,0.9547,0.0,0.0,0.0
1750094690.33,0.021,1.254,0.0,0.9547,0.0,0.0,0.0
1750094690.55,0.056,0.221,0.0,0.9547,0.0,0.0,0.0
1750094690.98,0.033,0.435,0.0,0.9547,0.0,0.0,0.0
1750094691.72,0.056,0.743,0.0,0.9548,0.0,0.0,0.0
1750094692.41,0.084,0.681,0.0,0.9548,0.0,0.0,0.0
1750094692.62,0.095,0.211,0.0,0.9548,0.0,0.0,0.0
1750094693.01,0.077,0.392,0.0,0.9548,0.0,0.0,0.0
1750094693.18,0.06,0.171,0.0,0.9548,0.0,0.0,0.0
1750094693.95,0.054,0.772,0.0,0.9548,0.0,0.0,0.0
1750094694.46,0.063,0.509,0.0,0.9548,0.0,0.0,0.0
1750094694.59,0.039,0.127,0.0,0.9548,0.0,0.0,0.0
1750094694.78,0.048,0.185,0.0,0.9548,0.0,0.0,0.0
1750094694.98,0.048,0.209,0.0,0.9548,0.0,0.0,0.0
1750094695.18,0.069,0.199,0.0,0.9548,0.0,0.0,0.0
1750094696.83,0.083,1.648,0.0,0.9548,0.0,0.0,0.0
1750094697.31,0.044,0.482,0.0,0.9548,0.0,0.0,0.0
1750094697.55,0.055,0.239,0.0,0.9548,0.0,0.0,0.0
1750094697.83,0.058,0.276,0.0,0.9548,0.0,0.0,0.0
1750094697.98,0.073,0.149,0.0,0.9548,0.0,0.0,0.0
1750094698.22,0.064,0.241,0.0,0.9548,0.0,0.0,0.0
1750094698.34,0.081,0.117,0.0,0.9548,0.0,0.0,0.0
1750094698.72,0.069,0.389,0.0,0.9548,0.0,0.0,0.0
1750094698.96,0.065,0.231,0.0,0.9548,0.0,0.0,0.0
1750094699.13,0.065,0.174,0.0,0.9548,0.0,0.0,0.0
1750094699.36,0.058,0.234,0.0,0.9548,0.0,0.0,0.0
1750094699.96,0.066,0.591,0.0,0.9548,0.0,0.0,0.0
1750094701.3,0.038,1.348,0.0,0.9549,0.0,0.0,0.0
1750094701.58,0.055,0.274,0.0,0.9549,0.0,0.0,0.0
1750094701.75,0.021,0.172,0.0,0.9549,0.0,0.0,0.0
1750094703.38,0.077,1.631,0.0,0.9549,0.0,0.0,0.0
1750094703.55,0.043,0.172,0.0,0.9549,0.0,0.0,0.0
1750094703.72,0.064,0.165,0.0,0.9549,0.0,0.0,0.0
1750094703.95,0.053,0.238,0.0,0.9549,0.0,0.0,0.0
1750094704.24,0.051,0.29,0.0,0.9549,0.0,0.0,0.0
1750094704.48,0.06,0.23,0.0,0.9549,0.0,0.0,0.0
1750094707.0,0.049,2.528,0.0,0.9549,0.0,0.0,0.0
1750094707.18,0.023,0.177,0.0,0.9549,0.0,0.0,0.0
1750094707.41,0.078,0.234,0.0,0.9549,0.0,0.0,0.0
1750094707.56,0.043,0.15,0.0,0.9549,0.0,0.0,0.0
1750094707.78,0.038,0.22,0.0,0.9549,0.0,0.0,0.0
1750094707.98,0.036,0.201,0.0,0.9549,0.0,0.0,0.0
1750094708.18,0.059,0.194,0.0,0.955,0.0,0.0,0.0
1750094708.28,0.057,0.104,0.0,0.955,0.0,0.0,0.0
1750094718.13,0.065,9.851,0.0,0.9551,0.0,0.0,0.0
1750094718.42,0.061,0.291,0.0,0.9551,0.0,0.0,0.0
1750094718.65,0.075,0.224,0.0,0.9551,0.0,0.0,0.0
1750094718.9,0.06,0.255,0.0,0.9551,0.0,0.0,0.0
1750094719.09,0.07,0.187,0.0,0.9551,0.0,0.0,0.0
1750094719.33,0.065,0.235,0.0,0.9551,0.0,0.0,0.0
1750094719.49,0.053,0.167,0.0,0.9551,0.0,0.0,0.0
1750094719.79,0.052,0.296,0.0,0.9551,0.0,0.0,0.0
1750094721.52,0.064,1.733,0.0,0.9551,0.0,0.0,0.0
1750094721.7,0.075,0.172,0.0,0.9551,0.0,0.0,0.0
1750094722.15,0.056,0.458,0.0,0.9551,0.0,0.0,0.0
1750094722.26,0.066,0.112,0.0,0.9551,0.0,0.0,0.0
1750094722.7,0.041,0.432,0.0,0.9551,0.0,0.0,0.0
1750094722.81,0.092,0.113,0.0,0.9551,0.0,0.0,0.0
1750094722.96,0.084,0.155,0.0,0.9551,0.0,0.0,0.0
