event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
release,n,0.051,1750044372.182,,,,user1,s3
press,d,,1750044372.351,0.219,0.0,0.3724,user1,s3
release,d,0.04,1750044372.391,,,,user1,s3
press,Key.space,,1750044372.466,0.116,0.0,0.3724,user1,s3
release,Key.space,0.046,1750044372.513,,,,user1,s3
press,b,,1750044373.49,1.024,0.0,0.3724,user1,s3
release,b,0.038,1750044373.528,,,,user1,s3
press,e,,1750044373.703,0.213,0.0,0.3724,user1,s3
release,e,0.042,1750044373.745,,,,user1,s3
press,t,,1750044374.18,0.477,0.0,0.3724,user1,s3
release,t,0.038,1750044374.218,,,,user1,s3
press,t,,1750044374.311,0.131,0.0,0.3724,user1,s3
release,t,0.062,1750044374.373,,,,user1,s3
press,e,,1750044374.503,0.192,0.0,0.3724,user1,s3
release,e,0.058,1750044374.561,,,,user1,s3
press,r,,1750044374.658,0.155,0.0,0.3724,user1,s3
release,r,0.065,1750044374.723,,,,user1,s3
press,Key.space,,1750044374.812,0.154,0.0,0.3724,user1,s3
release,Key.space,0.051,1750044374.864,,,,user1,s3
press,s,,1750044375.051,0.239,0.0,0.3724,user1,s3
release,s,0.019,1750044375.07,,,,user1,s3
press,t,,1750044375.291,0.24,0.0,0.3724,user1,s3
release,t,0.047,1750044375.338,,,,user1,s3
press,o,,1750044375.564,0.273,0.0,0.3724,user1,s3
release,o,0.04,1750044375.605,,,,user1,s3
press,r,,1750044375.801,0.236,0.0,0.3724,user1,s3
release,r,0.047,1750044375.848,,,,user1,s3
press,a,,1750044376.098,0.297,0.0,0.3724,user1,s3
release,a,0.058,1750044376.155,,,,user1,s3
press,g,,1750044376.294,0.196,0.0,0.3724,user1,s3
release,g,0.055,1750044376.349,,,,user1,s3
press,e,,1750044376.502,0.208,0.0,0.3724,user1,s3
release,e,0.033,1750044376.535,,,,user1,s3
press,Key.space,,1750044376.876,0.374,0.0,0.3724,user1,s3
release,Key.space,0.038,1750044376.914,,,,user1,s3
press,c,,1750044378.2,1.324,0.0,0.3724,user1,s3
release,c,0.033,1750044378.233,,,,user1,s3
press,a,,1750044378.427,0.226,0.0,0.3724,user1,s3
release,a,0.057,1750044378.484,,,,user1,s3
press,p,,1750044378.621,0.194,0.0,0.3724,user1,s3
release,p,0.039,1750044378.659,,,,user1,s3
press,a,,1750044378.732,0.111,0.0,0.3724,user1,s3
release,a,0.066,1750044378.798,,,,user1,s3
press,c,,1750044379.03,0.298,0.0,0.3724,user1,s3
release,c,0.061,1750044379.091,,,,user1,s3
press,i,,1750044379.272,0.243,0.0,0.3724,user1,s3
release,i,0.065,1750044379.337,,,,user1,s3
press,t,,1750044379.514,0.242,0.0,0.3724,user1,s3
release,t,0.077,1750044379.591,,,,user1,s3
press,y,,1750044379.733,0.219,0.0,0.3724,user1,s3
release,y,0.052,1750044379.785,,,,user1,s3
press,",",,1750044380.45,0.717,0.0,0.3725,user1,s3
release,",",0.056,1750044380.505,,,,user1,s3
press,Key.space,,1750044380.691,0.241,0.0,0.3725,user1,s3
release,Key.space,0.043,1750044380.734,,,,user1,s3
press,t,,1750044381.49,0.8,0.0,0.3725,user1,s3
release,t,0.07,1750044381.56,,,,user1,s3
press,h,,1750044381.624,0.134,0.0,0.3725,user1,s3
release,h,0.049,1750044381.673,,,,user1,s3
press,i,,1750044381.886,0.262,0.0,0.3725,user1,s3
release,i,0.047,1750044381.933,,,,user1,s3
press,s,,1750044382.067,0.181,0.0,0.3725,user1,s3
release,s,0.069,1750044382.135,,,,user1,s3
press,Key.space,,1750044382.201,0.135,0.0,0.3725,user1,s3
release,Key.space,0.037,1750044382.238,,,,user1,s3
press,m,,1750044382.388,0.186,0.0,0.3725,user1,s3
release,m,0.048,1750044382.436,,,,user1,s3
press,a,,1750044382.483,0.095,0.0,0.3725,user1,s3
release,a,0.061,1750044382.544,,,,user1,s3
press,k,,1750044382.616,0.134,0.0,0.3725,user1,s3
release,k,0.067,1750044382.683,,,,user1,s3
press,e,,1750044382.8,0.183,0.0,0.3725,user1,s3
release,e,0.063,1750044382.863,,,,user1,s3
press,s,,1750044383.023,0.223,0.0,0.3725,user1,s3
release,s,0.057,1750044383.08,,,,user1,s3
press,Key.space,,1750044383.195,0.172,0.0,0.3725,user1,s3
release,Key.space,0.053,1750044383.248,,,,user1,s3
press,t,,1750044384.29,1.095,0.0,0.3725,user1,s3
release,t,0.034,1750044384.324,,,,user1,s3
press,h,,1750044384.37,0.08,0.0,0.3725,user1,s3
release,h,0.054,1750044384.424,,,,user1,s3
press,e,,1750044384.52,0.15,0.0,0.3725,user1,s3
release,e,0.048,1750044384.568,,,,user1,s3
press,m,,1750044384.742,0.222,0.0,0.3725,user1,s3
release,m,0.03,1750044384.772,,,,user1,s3
press,Key.space,,1750044384.915,0.173,0.0,0.3725,user1,s3
release,Key.space,0.06,1750044384.975,,,,user1,s3
press,o,,1750044385.16,0.245,0.0,0.3725,user1,s3
release,o,0.039,1750044385.199,,,,user1,s3
press,n,,1750044385.322,0.162,0.0,0.3725,user1,s3
release,n,0.052,1750044385.374,,,,user1,s3
press,e,,1750044385.483,0.161,0.0,0.3725,user1,s3
release,e,0.065,1750044385.548,,,,user1,s3
press,Key.space,,1750044385.606,0.123,0.0,0.3725,user1,s3
release,Key.space,0.048,1750044385.654,,,,user1,s3
press,o,,1750044387.29,1.684,0.0,0.3725,user1,s3
release,o,0.075,1750044387.365,,,,user1,s3
press,f,,1750044387.455,0.165,0.0,0.3725,user1,s3
release,f,0.07,1750044387.525,,,,user1,s3
press,Key.space,,1750044387.611,0.156,0.0,0.3725,user1,s3
release,Key.space,0.055,1750044387.667,,,,user1,s3
press,t,,1750044387.744,0.133,0.0,0.3725,user1,s3
release,t,0.057,1750044387.801,,,,user1,s3
press,h,,1750044387.839,0.095,0.0,0.3725,user1,s3
release,h,0.058,1750044387.897,,,,user1,s3
press,e,,1750044387.99,0.151,0.0,0.3725,user1,s3
release,e,0.057,1750044388.047,,,,user1,s3
press,Key.space,,1750044388.096,0.107,0.0,0.3725,user1,s3
release,Key.space,0.043,1750044388.14,,,,user1,s3
press,b,,1750044388.344,0.248,0.0,0.3725,user1,s3
release,b,0.041,1750044388.386,,,,user1,s3
press,e,,1750044388.535,0.191,0.0,0.3725,user1,s3
release,e,0.053,1750044388.588,,,,user1,s3
press,s,,1750044388.789,0.254,0.0,0.3725,user1,s3
release,s,0.042,1750044388.831,,,,user1,s3
press,t,,1750044389.034,0.246,0.0,0.3726,user1,s3
release,t,0.054,1750044389.089,,,,user1,s3
press,Key.space,,1750044389.155,0.121,0.0,0.3726,user1,s3
release,Key.space,0.055,1750044389.21,,,,user1,s3
press,t,,1750044389.451,0.295,0.0,0.3726,user1,s3
release,t,0.02,1750044389.471,,,,user1,s3
press,Key.caps_lock,,1750044389.735,0.285,0.0,0.3726,user1,s3
release,Key.caps_lock,0.04,1750044389.775,,,,user1,s3
press,b,,1750044389.849,0.114,0.0,0.3726,user1,s3
release,b,0.057,1750044389.906,,,,user1,s3
press,l,,1750044390.386,0.537,0.0,0.3726,user1,s3
release,l,0.05,1750044390.437,,,,user1,s3
press,e,,1750044390.651,0.265,0.0,0.3726,user1,s3
release,e,0.055,1750044390.706,,,,user1,s3
press,t,,1750044390.963,0.311,0.0,0.3726,user1,s3
release,t,0.062,1750044391.024,,,,user1,s3
press,Key.backspace,,1750044392.335,1.372,1.0,0.3726,user1,s3
release,Key.backspace,0.1,1750044392.435,,,,user1,s3
press,Key.backspace,,1750044392.51,0.176,1.0,0.3726,user1,s3
release,Key.backspace,0.093,1750044392.603,,,,user1,s3
press,Key.backspace,,1750044392.673,0.162,1.0,0.3726,user1,s3
release,Key.backspace,0.073,1750044392.745,,,,user1,s3
press,Key.backspace,,1750044392.831,0.158,1.0,0.3726,user1,s3
release,Key.backspace,0.051,1750044392.882,,,,user1,s3
press,Key.caps_lock,,1750044393.586,0.755,0.0,0.3726,user1,s3
release,Key.caps_lock,0.031,1750044393.616,,,,user1,s3
press,a,,1750044393.891,0.305,0.0,0.3726,user1,s3
release,a,0.029,1750044393.919,,,,user1,s3
press,b,,1750044394.25,0.359,0.0,0.3726,user1,s3
release,b,0.017,1750044394.267,,,,user1,s3
press,l,,1750044394.604,0.354,0.0,0.3726,user1,s3
release,l,0.056,1750044394.66,,,,user1,s3
press,e,,1750044394.827,0.223,0.0,0.3726,user1,s3
release,e,0.064,1750044394.891,,,,user1,s3
press,t,,1750044395.091,0.264,0.0,0.3726,user1,s3
release,t,0.044,1750044395.135,,,,user1,s3
press,Key.space,,1750044396.862,1.772,0.0,0.3726,user1,s3
release,Key.space,0.024,1750044396.887,,,,user1,s3
press,c,,1750044397.49,0.628,0.0,0.3727,user1,s3
release,c,0.039,1750044397.529,,,,user1,s3
press,h,,1750044397.64,0.149,0.0,0.3727,user1,s3
release,h,0.079,1750044397.718,,,,user1,s3
press,o,,1750044397.932,0.292,0.0,0.3727,user1,s3
release,o,0.063,1750044397.995,,,,user1,s3
press,i,,1750044398.109,0.177,0.0,0.3727,user1,s3
release,i,0.059,1750044398.168,,,,user1,s3
press,c,,1750044398.376,0.267,0.0,0.3727,user1,s3
release,c,0.073,1750044398.449,,,,user1,s3
press,e,,1750044398.627,0.251,0.0,0.3727,user1,s3
release,e,0.063,1750044398.689,,,,user1,s3
press,s,,1750044398.84,0.214,0.0,0.3727,user1,s3
release,s,0.045,1750044398.885,,,,user1,s3
press,Key.space,,1750044398.995,0.154,0.0,0.3727,user1,s3
release,Key.space,0.086,1750044399.081,,,,user1,s3
press,f,,1750044399.353,0.359,0.0,0.3727,user1,s3
release,f,0.055,1750044399.408,,,,user1,s3
press,o,,1750044399.59,0.237,0.0,0.3727,user1,s3
release,o,0.026,1750044399.616,,,,user1,s3
press,r,,1750044399.751,0.161,0.0,0.3727,user1,s3
release,r,0.061,1750044399.811,,,,user1,s3
press,Key.space,,1750044399.868,0.117,0.0,0.3727,user1,s3
release,Key.space,0.046,1750044399.914,,,,user1,s3
press,a,,1750044400.077,0.209,0.0,0.3727,user1,s3
release,a,0.053,1750044400.13,,,,user1,s3
press,l,,1750044400.286,0.209,0.0,0.3727,user1,s3
release,l,0.045,1750044400.331,,,,user1,s3
press,m,,1750044400.46,0.174,0.0,0.3727,user1,s3
release,m,0.055,1750044400.515,,,,user1,s3
press,o,,1750044400.666,0.206,0.0,0.3727,user1,s3
release,o,0.066,1750044400.732,,,,user1,s3
press,s,,1750044400.911,0.246,0.0,0.3727,user1,s3
release,s,0.037,1750044400.948,,,,user1,s3
press,t,,1750044401.164,0.253,0.0,0.3727,user1,s3
release,t,0.067,1750044401.231,,,,user1,s3
press,Key.space,,1750044401.302,0.137,0.0,0.3727,user1,s3
release,Key.space,0.052,1750044401.354,,,,user1,s3
press,e,,1750044401.473,0.172,0.0,0.3727,user1,s3
release,e,0.072,1750044401.545,,,,user1,s3
press,v,,1750044401.721,0.248,0.0,0.3727,user1,s3
release,v,0.033,1750044401.754,,,,user1,s3
press,e,,1750044401.871,0.15,0.0,0.3727,user1,s3
release,e,0.054,1750044401.924,,,,user1,s3
press,r,,1750044402.082,0.212,0.0,0.3727,user1,s3
release,r,0.049,1750044402.132,,,,user1,s3
press,y,,1750044402.368,0.286,0.0,0.3727,user1,s3
release,y,0.05,1750044402.418,,,,user1,s3
press,o,,1750044402.835,0.467,0.0,0.3727,user1,s3
release,o,0.047,1750044402.882,,,,user1,s3
press,n,,1750044403.027,0.192,0.0,0.3727,user1,s3
release,n,0.042,1750044403.07,,,,user1,s3
press,e,,1750044403.226,0.199,0.0,0.3727,user1,s3
release,e,0.063,1750044403.289,,,,user1,s3
press,.,,1750044406.103,2.877,0.0,0.3728,user1,s3
release,.,0.004,1750044406.107,,,,user1,s3
press,Key.space,,1750044406.318,0.215,0.0,0.3728,user1,s3
release,Key.space,0.044,1750044406.362,,,,user1,s3
press,s,,1750044406.582,0.264,0.0,0.3728,user1,s3
release,s,0.079,1750044406.661,,,,user1,s3
press,t,,1750044407.0,0.419,0.0,0.3728,user1,s3
release,t,0.045,1750044407.045,,,,user1,s3
press,u,,1750044407.241,0.241,0.0,0.3728,user1,s3
release,u,0.033,1750044407.274,,,,user1,s3
press,n,,1750044407.451,0.21,0.0,0.3728,user1,s3
release,n,0.05,1750044407.501,,,,user1,s3
press,n,,1750044407.584,0.134,0.0,0.3728,user1,s3
release,n,0.06,1750044407.645,,,,user1,s3
press,i,,1750044407.781,0.197,0.0,0.3728,user1,s3
release,i,0.047,1750044407.828,,,,user1,s3
press,n,,1750044407.927,0.146,0.0,0.3728,user1,s3
release,n,0.06,1750044407.987,,,,user1,s3
press,g,,1750044408.21,0.283,0.0,0.3728,user1,s3
release,g,0.059,1750044408.269,,,,user1,s3
press,Key.space,,1750044408.35,0.14,0.0,0.3728,user1,s3
release,Key.space,0.037,1750044408.387,,,,user1,s3
press,a,,1750044408.612,0.262,0.0,0.3728,user1,s3
release,a,0.09,1750044408.702,,,,user1,s3
press,n,,1750044408.764,0.152,0.0,0.3728,user1,s3
release,n,0.055,1750044408.819,,,,user1,s3
press,d,,1750044409.007,0.243,0.0,0.3728,user1,s3
release,d,0.028,1750044409.035,,,,user1,s3
press,Key.space,,1750044409.087,0.08,0.0,0.3728,user1,s3
release,Key.space,0.051,1750044409.138,,,,user1,s3
press,f,,1750044409.331,0.243,0.0,0.3728,user1,s3
release,f,0.06,1750044409.391,,,,user1,s3
press,l,,1750044409.612,0.281,0.0,0.3728,user1,s3
release,l,0.039,1750044409.65,,,,user1,s3
press,u,,1750044409.888,0.277,0.0,0.3728,user1,s3
release,u,0.077,1750044409.965,,,,user1,s3
press,i,,1750044410.08,0.191,0.0,0.3728,user1,s3
release,i,0.061,1750044410.141,,,,user1,s3
press,d,,1750044410.331,0.251,0.0,0.3728,user1,s3
release,d,0.025,1750044410.356,,,,user1,s3
press,Key.space,,1750044410.455,0.124,0.0,0.3728,user1,s3
release,Key.space,0.048,1750044410.504,,,,user1,s3
press,v,,1750044412.072,1.617,0.0,0.3728,user1,s3
release,v,0.024,1750044412.096,,,,user1,s3
press,i,,1750044412.251,0.179,0.0,0.3728,user1,s3
release,i,0.052,1750044412.303,,,,user1,s3
press,s,,1750044412.52,0.269,0.0,0.3728,user1,s3
release,s,0.048,1750044412.569,,,,user1,s3
press,u,,1750044413.0,0.48,0.0,0.3728,user1,s3
release,u,0.042,1750044413.042,,,,user1,s3
press,a,,1750044413.114,0.114,0.0,0.3728,user1,s3
release,a,0.058,1750044413.172,,,,user1,s3
press,l,,1750044413.38,0.266,0.0,0.3728,user1,s3
release,l,0.064,1750044413.444,,,,user1,s3
press,Key.space,,1750044413.631,0.251,0.0,0.3728,user1,s3
release,Key.space,0.012,1750044413.643,,,,user1,s3
press,q,,1750044414.11,0.479,0.0,0.3728,user1,s3
release,q,0.042,1750044414.152,,,,user1,s3
press,u,,1750044414.251,0.141,0.0,0.3728,user1,s3
release,u,0.066,1750044414.318,,,,user1,s3
press,a,,1750044414.418,0.166,0.0,0.3728,user1,s3
release,a,0.062,1750044414.48,,,,user1,s3
press,l,,1750044414.652,0.234,0.0,0.3728,user1,s3
release,l,0.039,1750044414.691,,,,user1,s3
press,i,,1750044414.846,0.193,0.0,0.3728,user1,s3
release,i,0.069,1750044414.915,,,,user1,s3
press,t,,1750044415.075,0.23,0.0,0.3729,user1,s3
release,t,0.069,1750044415.144,,,,user1,s3
press,y,,1750044415.266,0.191,0.0,0.3729,user1,s3
release,y,0.062,1750044415.328,,,,user1,s3
press,Key.space,,1750044415.389,0.123,0.0,0.3729,user1,s3
release,Key.space,0.055,1750044415.444,,,,user1,s3
press,w,,1750044415.833,0.444,0.0,0.3729,user1,s3
release,w,0.081,1750044415.915,,,,user1,s3
press,i,,1750044415.982,0.149,0.0,0.3729,user1,s3
release,i,0.071,1750044416.054,,,,user1,s3
press,t,,1750044416.228,0.245,0.0,0.3729,user1,s3
release,t,0.067,1750044416.295,,,,user1,s3
press,h,,1750044416.358,0.13,0.0,0.3729,user1,s3
release,h,0.037,1750044416.394,,,,user1,s3
press,Key.space,,1750044416.573,0.215,0.0,0.3729,user1,s3
release,Key.space,0.048,1750044416.621,,,,user1,s3
press,r,,1750044416.813,0.24,0.0,0.3729,user1,s3
release,r,0.076,1750044416.888,,,,user1,s3
