event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
press,Key.space,,1750044160.006,0.26,0.0,0.3699,user1,s2
release,Key.space,0.058,1750044160.064,,,,user1,s2
press,l,,1750044161.122,1.116,0.0,0.3699,user1,s2
release,l,0.063,1750044161.184,,,,user1,s2
press,i,,1750044161.36,0.239,0.0,0.3699,user1,s2
release,i,0.111,1750044161.471,,,,user1,s2
press,d,,1750044161.66,0.3,0.0,0.3699,user1,s2
release,d,0.131,1750044161.791,,,,user1,s2
press,e,,1750044162.71,1.049,0.0,0.3699,user1,s2
release,e,0.046,1750044162.756,,,,user1,s2
press,Key.backspace,,1750044163.049,0.339,1.0,0.3699,user1,s2
release,Key.backspace,0.108,1750044163.156,,,,user1,s2
press,Key.backspace,,1750044163.236,0.187,1.0,0.3699,user1,s2
release,Key.backspace,0.084,1750044163.32,,,,user1,s2
press,f,,1750044163.671,0.435,0.0,0.3699,user1,s2
release,f,0.064,1750044163.734,,,,user1,s2
press,e,,1750044163.995,0.325,0.0,0.3699,user1,s2
release,e,0.071,1750044164.067,,,,user1,s2
press,Key.space,,1750044164.179,0.183,0.0,0.37,user1,s2
release,Key.space,0.051,1750044164.23,,,,user1,s2
press,",",,1750044164.851,0.672,0.0,0.37,user1,s2
release,",",0.045,1750044164.895,,,,user1,s2
press,Key.backspace,,1750044165.351,0.5,1.0,0.37,user1,s2
release,Key.backspace,0.081,1750044165.432,,,,user1,s2
press,Key.backspace,,1750044165.69,0.339,1.0,0.37,user1,s2
release,Key.backspace,0.039,1750044165.729,,,,user1,s2
press,",",,1750044166.089,0.399,0.0,0.37,user1,s2
release,",",0.061,1750044166.15,,,,user1,s2
press,Key.space,,1750044166.35,0.261,0.0,0.37,user1,s2
release,Key.space,0.039,1750044166.389,,,,user1,s2
press,i,,1750044167.053,0.703,0.0,0.37,user1,s2
release,i,0.063,1750044167.115,,,,user1,s2
press,Key.space,,1750044167.315,0.262,0.0,0.37,user1,s2
release,Key.space,0.031,1750044167.346,,,,user1,s2
press,w,,1750044167.631,0.316,0.0,0.37,user1,s2
release,w,0.081,1750044167.713,,,,user1,s2
press,Key.backspace,,1750044168.35,0.719,1.0,0.37,user1,s2
release,Key.backspace,0.062,1750044168.412,,,,user1,s2
press,w,,1750044168.83,0.48,0.0,0.37,user1,s2
release,w,0.037,1750044168.867,,,,user1,s2
press,a,,1750044169.072,0.242,0.0,0.37,user1,s2
release,a,0.062,1750044169.134,,,,user1,s2
press,n,,1750044169.346,0.274,0.0,0.37,user1,s2
release,n,0.044,1750044169.39,,,,user1,s2
press,n,,1750044169.556,0.211,0.0,0.37,user1,s2
release,n,0.021,1750044169.578,,,,user1,s2
press,a,,1750044169.688,0.132,0.0,0.37,user1,s2
release,a,0.095,1750044169.783,,,,user1,s2
press,Key.space,,1750044169.86,0.171,0.0,0.37,user1,s2
release,Key.space,0.047,1750044169.906,,,,user1,s2
press,b,,1750044170.663,0.803,0.0,0.37,user1,s2
release,b,0.073,1750044170.736,,,,user1,s2
press,e,,1750044170.871,0.208,0.0,0.37,user1,s2
release,e,0.102,1750044170.972,,,,user1,s2
press,Key.space,,1750044171.23,0.36,0.0,0.37,user1,s2
release,Key.space,0.042,1750044171.272,,,,user1,s2
press,r,,1750044171.528,0.297,0.0,0.37,user1,s2
release,r,0.081,1750044171.609,,,,user1,s2
press,o,,1750044171.817,0.29,0.0,0.37,user1,s2
release,o,0.083,1750044171.9,,,,user1,s2
press,c,,1750044172.07,0.253,0.0,0.37,user1,s2
release,c,0.094,1750044172.165,,,,user1,s2
press,k,,1750044172.401,0.331,0.0,0.37,user1,s2
release,k,0.045,1750044172.446,,,,user1,s2
press,i,,1750044172.604,0.203,0.0,0.37,user1,s2
release,i,0.062,1750044172.665,,,,user1,s2
press,n,,1750044172.823,0.219,0.0,0.37,user1,s2
release,n,0.057,1750044172.88,,,,user1,s2
press,g,,1750044173.128,0.306,0.0,0.3701,user1,s2
release,g,0.043,1750044173.171,,,,user1,s2
press,Key.space,,1750044173.331,0.203,0.0,0.3701,user1,s2
release,Key.space,0.032,1750044173.363,,,,user1,s2
press,i,,1750044173.78,0.449,0.0,0.3701,user1,s2
release,i,0.065,1750044173.845,,,,user1,s2
press,n,,1750044174.013,0.233,0.0,0.3701,user1,s2
release,n,0.04,1750044174.053,,,,user1,s2
press,Key.space,,1750044174.227,0.214,0.0,0.3701,user1,s2
release,Key.space,0.069,1750044174.296,,,,user1,s2
press,t,,1750044174.816,0.589,0.0,0.3701,user1,s2
release,t,0.097,1750044174.913,,,,user1,s2
press,h,,1750044175.025,0.209,0.0,0.3701,user1,s2
release,h,0.105,1750044175.13,,,,user1,s2
press,e,,1750044175.435,0.41,0.0,0.3701,user1,s2
release,e,0.064,1750044175.499,,,,user1,s2
press,Key.space,,1750044175.624,0.189,0.0,0.3701,user1,s2
release,Key.space,0.019,1750044175.643,,,,user1,s2
press,h,,1750044176.781,1.157,0.0,0.3701,user1,s2
release,h,0.067,1750044176.848,,,,user1,s2
press,i,,1750044177.171,0.389,0.0,0.3701,user1,s2
release,i,0.066,1750044177.236,,,,user1,s2
press,m,,1750044177.71,0.539,0.0,0.3701,user1,s2
release,m,0.053,1750044177.763,,,,user1,s2
press,a,,1750044177.985,0.275,0.0,0.3701,user1,s2
release,a,0.078,1750044178.063,,,,user1,s2
press,l,,1750044178.199,0.215,0.0,0.3701,user1,s2
release,l,0.082,1750044178.282,,,,user1,s2
press,y,,1750044178.61,0.41,0.0,0.3701,user1,s2
release,y,0.054,1750044178.664,,,,user1,s2
press,a,,1750044178.758,0.148,0.0,0.3701,user1,s2
release,a,0.11,1750044178.868,,,,user1,s2
press,s,,1750044179.009,0.251,0.0,0.3701,user1,s2
release,s,0.096,1750044179.105,,,,user1,s2
press,",",,1750044179.93,0.921,0.0,0.3701,user1,s2
release,",",0.009,1750044179.939,,,,user1,s2
press,Key.space,,1750044180.124,0.194,0.0,0.3701,user1,s2
release,Key.space,0.063,1750044180.187,,,,user1,s2
press,s,,1750044181.101,0.977,0.0,0.3702,user1,s2
release,s,0.068,1750044181.168,,,,user1,s2
press,i,,1750044181.333,0.233,0.0,0.3702,user1,s2
release,i,0.055,1750044181.388,,,,user1,s2
press,n,,1750044181.614,0.281,0.0,0.3702,user1,s2
release,n,0.049,1750044181.664,,,,user1,s2
press,c,,1750044181.835,0.221,0.0,0.3702,user1,s2
release,c,0.087,1750044181.922,,,,user1,s2
press,e,,1750044182.108,0.273,0.0,0.3702,user1,s2
release,e,0.075,1750044182.183,,,,user1,s2
press,Key.space,,1750044182.262,0.154,0.0,0.3702,user1,s2
release,Key.space,0.062,1750044182.324,,,,user1,s2
press,i,,1750044182.666,0.404,0.0,0.3702,user1,s2
release,i,0.088,1750044182.754,,,,user1,s2
press,t,,1750044182.99,0.324,0.0,0.3702,user1,s2
release,t,0.025,1750044183.015,,,,user1,s2
press,Key.space,,1750044183.082,0.091,0.0,0.3702,user1,s2
release,Key.space,0.07,1750044183.152,,,,user1,s2
press,i,,1750044183.38,0.299,0.0,0.3702,user1,s2
release,i,0.058,1750044183.438,,,,user1,s2
press,s,,1750044183.541,0.161,0.0,0.3702,user1,s2
release,s,0.073,1750044183.614,,,,user1,s2
press,Key.space,,1750044183.659,0.118,0.0,0.3702,user1,s2
release,Key.space,0.052,1750044183.712,,,,user1,s2
press,s,,1750044184.103,0.443,0.0,0.3702,user1,s2
release,s,0.051,1750044184.154,,,,user1,s2
press,o,,1750044184.228,0.125,0.0,0.3702,user1,s2
release,o,0.028,1750044184.256,,,,user1,s2
press,Key.space,,1750044184.46,0.233,0.0,0.3702,user1,s2
release,Key.space,0.007,1750044184.467,,,,user1,s2
press,s,,1750044184.742,0.281,0.0,0.3702,user1,s2
release,s,0.063,1750044184.805,,,,user1,s2
press,e,,1750044184.957,0.216,0.0,0.3702,user1,s2
release,e,0.083,1750044185.04,,,,user1,s2
press,r,,1750044185.204,0.247,0.0,0.3702,user1,s2
release,r,0.059,1750044185.263,,,,user1,s2
press,e,,1750044185.396,0.192,0.0,0.3702,user1,s2
release,e,0.066,1750044185.462,,,,user1,s2
press,n,,1750044185.782,0.386,0.0,0.3702,user1,s2
release,n,0.066,1750044185.848,,,,user1,s2
press,e,,1750044186.022,0.24,0.0,0.3702,user1,s2
release,e,0.054,1750044186.075,,,,user1,s2
press,Key.backspace,,1750044186.806,0.785,1.0,0.3702,user1,s2
release,Key.backspace,0.078,1750044186.884,,,,user1,s2
press,Key.backspace,,1750044187.1,0.293,1.0,0.3702,user1,s2
release,Key.backspace,0.031,1750044187.13,,,,user1,s2
press,e,,1750044187.55,0.45,0.0,0.3702,user1,s2
release,e,0.024,1750044187.574,,,,user1,s2
press,Key.space,,1750044187.839,0.289,0.0,0.3702,user1,s2
release,Key.space,0.108,1750044187.947,,,,user1,s2
press,t,,1750044189.38,1.541,0.0,0.3702,user1,s2
release,t,0.117,1750044189.497,,,,user1,s2
press,h,,1750044189.591,0.211,0.0,0.3702,user1,s2
release,h,0.083,1750044189.674,,,,user1,s2
press,u,,1750044189.905,0.314,0.0,0.3702,user1,s2
release,u,0.048,1750044189.953,,,,user1,s2
press,s,,1750044190.08,0.175,0.0,0.3703,user1,s2
release,s,0.088,1750044190.168,,,,user1,s2
press,Key.space,,1750044190.223,0.143,0.0,0.3703,user1,s2
release,Key.space,0.042,1750044190.265,,,,user1,s2
press,i,,1750044191.09,0.867,0.0,0.3703,user1,s2
release,i,0.077,1750044191.167,,,,user1,s2
press,Key.space,,1750044191.308,0.218,0.0,0.3703,user1,s2
release,Key.space,0.064,1750044191.372,,,,user1,s2
press,f,,1750044191.498,0.19,0.0,0.3703,user1,s2
release,f,0.076,1750044191.574,,,,user1,s2
press,e,,1750044191.72,0.222,0.0,0.3703,user1,s2
release,e,0.075,1750044191.795,,,,user1,s2
press,l,,1750044192.013,0.293,0.0,0.3703,user1,s2
release,l,0.067,1750044192.08,,,,user1,s2
press,l,,1750044192.173,0.16,0.0,0.3703,user1,s2
release,l,0.068,1750044192.241,,,,user1,s2
press,Key.space,,1750044192.391,0.219,0.0,0.3703,user1,s2
release,Key.space,0.066,1750044192.458,,,,user1,s2
press,i,,1750044192.746,0.355,0.0,0.3703,user1,s2
release,i,0.103,1750044192.848,,,,user1,s2
press,t,,1750044193.159,0.413,0.0,0.3703,user1,s2
release,t,0.077,1750044193.236,,,,user1,s2
press,',,1750044193.764,0.606,0.0,0.3703,user1,s2
release,',0.057,1750044193.821,,,,user1,s2
press,s,,1750044194.121,0.356,0.0,0.3703,user1,s2
release,s,0.053,1750044194.174,,,,user1,s2
press,Key.space,,1750044194.394,0.274,0.0,0.3703,user1,s2
release,Key.space,0.044,1750044194.438,,,,user1,s2
press,a,,1750044194.63,0.236,0.0,0.3703,user1,s2
release,a,0.075,1750044194.706,,,,user1,s2
press,Key.space,,1750044194.78,0.15,0.0,0.3703,user1,s2
release,Key.space,0.062,1750044194.842,,,,user1,s2
press,g,,1750044195.5,0.72,0.0,0.3703,user1,s2
release,g,0.078,1750044195.578,,,,user1,s2
press,r,,1750044195.981,0.481,0.0,0.3703,user1,s2
release,r,0.034,1750044196.015,,,,user1,s2
press,e,,1750044196.166,0.184,0.0,0.3703,user1,s2
release,e,0.053,1750044196.219,,,,user1,s2
press,a,,1750044196.479,0.313,0.0,0.3703,user1,s2
release,a,0.084,1750044196.563,,,,user1,s2
press,t,,1750044196.868,0.389,0.0,0.3703,user1,s2
release,t,0.076,1750044196.944,,,,user1,s2
press,Key.space,,1750044197.451,0.583,0.0,0.3703,user1,s2
release,Key.space,0.038,1750044197.489,,,,user1,s2
press,c,,1750044197.66,0.209,0.0,0.3703,user1,s2
release,c,0.075,1750044197.735,,,,user1,s2
press,h,,1750044197.832,0.172,0.0,0.3703,user1,s2
release,h,0.064,1750044197.896,,,,user1,s2
press,o,,1750044198.32,0.488,0.0,0.3703,user1,s2
release,o,0.053,1750044198.373,,,,user1,s2
press,i,,1750044198.473,0.153,0.0,0.3703,user1,s2
release,i,0.091,1750044198.563,,,,user1,s2
press,c,,1750044198.83,0.358,0.0,0.3703,user1,s2
release,c,0.104,1750044198.934,,,,user1,s2
press,e,,1750044199.43,0.6,0.0,0.3704,user1,s2
release,e,0.023,1750044199.454,,,,user1,s2
press,.,,1750044200.39,0.96,0.0,0.3704,user1,s2
release,.,0.052,1750044200.442,,,,user1,s2
press,Key.space,,1750044201.08,0.69,0.0,0.3704,user1,s2
release,Key.space,0.041,1750044201.122,,,,user1,s2
press,t,,1750044201.537,0.457,0.0,0.3704,user1,s2
release,t,0.096,1750044201.633,,,,user1,s2
press,l,,1750044201.86,0.323,0.0,0.3704,user1,s2
release,l,0.059,1750044201.918,,,,user1,s2
press,d,,1750044202.248,0.389,0.0,0.3704,user1,s2
release,d,0.069,1750044202.317,,,,user1,s2
press,r,,1750044202.607,0.359,0.0,0.3704,user1,s2
release,r,0.091,1750044202.698,,,,user1,s2
press,Key.backspace,,1750044203.57,0.963,1.0,0.3704,user1,s2
release,Key.backspace,0.078,1750044203.648,,,,user1,s2
press,Key.backspace,,1750044203.813,0.243,1.0,0.3704,user1,s2
release,Key.backspace,0.077,1750044203.89,,,,user1,s2
press,Key.backspace,,1750044204.01,0.197,1.0,0.3704,user1,s2
release,Key.backspace,0.061,1750044204.071,,,,user1,s2
press,Key.backspace,,1750044204.201,0.191,1.0,0.3704,user1,s2
release,Key.backspace,0.06,1750044204.262,,,,user1,s2
press,Key.space,,1750044204.62,0.419,0.0,0.3704,user1,s2
release,Key.space,0.043,1750044204.663,,,,user1,s2
press,t,,1750044205.13,0.51,0.0,0.3704,user1,s2
release,t,0.073,1750044205.203,,,,user1,s2
press,e,,1750044205.836,0.706,0.0,0.3704,user1,s2
release,e,0.07,1750044205.906,,,,user1,s2
press,Key.backspace,,1750044206.811,0.976,1.0,0.3704,user1,s2
release,Key.backspace,0.078,1750044206.889,,,,user1,s2
press,m,,1750044207.77,0.958,0.0,0.3705,user1,s2
release,m,0.03,1750044207.799,,,,user1,s2
press,k,,1750044207.982,0.212,0.0,0.3705,user1,s2
release,k,0.039,1750044208.021,,,,user1,s2
press,c,,1750044208.713,0.732,0.0,0.3705,user1,s2
release,c,0.068,1750044208.782,,,,user1,s2
press,Key.space,,1750044209.361,0.648,0.0,0.3705,user1,s2
release,Key.space,0.051,1750044209.413,,,,user1,s2
press,h,,1750044209.931,0.57,0.0,0.3705,user1,s2
release,h,0.081,1750044210.012,,,,user1,s2
press,e,,1750044210.065,0.134,0.0,0.3705,user1,s2
release,e,0.074,1750044210.139,,,,user1,s2
press,h,,1750044210.176,0.111,0.0,0.3705,user1,s2
release,h,0.063,1750044210.239,,,,user1,s2
press,e,,1750044210.339,0.163,0.0,0.3705,user1,s2
release,e,0.047,1750044210.386,,,,user1,s2
press,Key.space,,1750044210.705,0.366,0.0,0.3705,user1,s2
release,Key.space,0.038,1750044210.743,,,,user1,s2
press,l,,1750044211.249,0.544,0.0,0.3705,user1,s2
release,l,0.077,1750044211.326,,,,user1,s2
press,o,,1750044211.482,0.233,0.0,0.3705,user1,s2
release,o,0.09,1750044211.573,,,,user1,s2
press,l,,1750044211.695,0.212,0.0,0.3705,user1,s2
release,l,0.055,1750044211.749,,,,user1,s2
press,Key.space,,1750044211.968,0.273,0.0,0.3705,user1,s2
release,Key.space,0.016,1750044211.984,,,,user1,s2
press,f,,1750044213.38,1.412,0.0,0.3705,user1,s2
release,f,0.052,1750044213.432,,,,user1,s2
press,e,,1750044213.861,0.481,0.0,0.3705,user1,s2
release,e,0.054,1750044213.914,,,,user1,s2
press,n,,1750044214.022,0.161,0.0,0.3705,user1,s2
release,n,0.071,1750044214.092,,,,user1,s2
press,t,,1750044214.317,0.295,0.0,0.3705,user1,s2
release,t,0.029,1750044214.346,,,,user1,s2
press,a,,1750044214.79,0.474,0.0,0.3705,user1,s2
release,a,0.071,1750044214.862,,,,user1,s2
press,Key.backspace,,1750044215.294,0.504,1.0,0.3705,user1,s2
release,Key.backspace,0.11,1750044215.404,,,,user1,s2
press,Key.backspace,,1750044215.508,0.214,1.0,0.3705,user1,s2
release,Key.backspace,0.093,1750044215.601,,,,user1,s2
press,Key.backspace,,1750044215.696,0.188,1.0,0.3705,user1,s2
release,Key.backspace,0.085,1750044215.781,,,,user1,s2
press,Key.backspace,,1750044216.75,1.054,1.0,0.3706,user1,s2
release,Key.backspace,0.052,1750044216.803,,,,user1,s2
press,a,,1750044217.191,0.44,0.0,0.3706,user1,s2
release,a,0.092,1750044217.282,,,,user1,s2
press,n,,1750044217.422,0.231,0.0,0.3706,user1,s2
release,n,0.065,1750044217.487,,,,user1,s2
press,t,,1750044217.91,0.489,0.0,0.3706,user1,s2
release,t,0.012,1750044217.922,,,,user1,s2
press,a,,1750044218.452,0.541,0.0,0.3706,user1,s2
release,a,0.109,1750044218.561,,,,user1,s2
press,Key.space,,1750044218.691,0.239,0.0,0.3706,user1,s2
release,Key.space,0.045,1750044218.736,,,,user1,s2
press,b,,1750044219.081,0.389,0.0,0.3706,user1,s2
release,b,0.076,1750044219.157,,,,user1,s2
press,a,,1750044219.291,0.211,0.0,0.3706,user1,s2
release,a,0.062,1750044219.353,,,,user1,s2
press,c,,1750044219.575,0.284,0.0,0.3706,user1,s2
release,c,0.042,1750044219.617,,,,user1,s2
press,h,,1750044219.834,0.259,0.0,0.3706,user1,s2
release,h,0.039,1750044219.873,,,,user1,s2
press,h,,1750044219.972,0.138,0.0,0.3706,user1,s2
release,h,0.065,1750044220.036,,,,user1,s2
press,i,,1750044220.341,0.369,0.0,0.3706,user1,s2
release,i,0.043,1750044220.384,,,,user1,s2
