event,mouse_speed,x,y,time_of_day,timestamp,user_id,session_id
move,864.4018,1752,42,0.957,1750094886.347,user1,s6
move,756.1207,1246,783,0.957,1750094886.675,user1,s6
move,893.702,1205,819,0.957,1750094886.723,user1,s6
move,928.8035,1199,823,0.957,1750094886.731,user1,s6
move,602.18,1195,826,0.957,1750094886.739,user1,s6
move,523.4261,1191,828,0.957,1750094886.748,user1,s6
move,429.6027,1188,829,0.957,1750094886.755,user1,s6
move,527.5321,1184,830,0.957,1750094886.763,user1,s6
move,489.0461,1180,830,0.957,1750094886.771,user1,s6
move,254.2773,1178,830,0.957,1750094886.779,user1,s6
move,371.7915,1175,830,0.957,1750094886.787,user1,s6
move,0.0,1175,830,0.957,1750094886.795,user1,s6
move,115.5074,1174,830,0.957,1750094886.804,user1,s6
move,304.1493,1173,828,0.957,1750094886.811,user1,s6
move,346.4845,1171,826,0.957,1750094886.819,user1,s6
move,451.7903,1169,823,0.957,1750094886.827,user1,s6
move,532.8939,1166,820,0.957,1750094886.835,user1,s6
move,639.6681,1163,816,0.957,1750094886.843,user1,s6
move,848.2361,1159,810,0.957,1750094886.851,user1,s6
move,983.5971,1143,687,0.957,1750094886.939,user1,s6
move,957.9215,1144,651,0.957,1750094886.971,user1,s6
move,533.258,1145,647,0.957,1750094886.978,user1,s6
move,244.9515,1145,645,0.957,1750094886.987,user1,s6
move,364.8913,1145,642,0.957,1750094886.995,user1,s6
move,274.2886,1146,640,0.957,1750094887.003,user1,s6
move,0.0,1146,640,0.957,1750094887.011,user1,s6
move,40.7194,1146,639,0.957,1750094887.035,user1,s6
move,128.0469,1147,639,0.957,1750094887.043,user1,s6
move,122.8524,1147,638,0.957,1750094887.051,user1,s6
move,181.296,1148,637,0.957,1750094887.059,user1,s6
move,473.2079,1150,634,0.957,1750094887.067,user1,s6
move,594.1614,1153,630,0.957,1750094887.075,user1,s6
move,794.4814,1157,625,0.957,1750094887.083,user1,s6
move,815.8156,1162,621,0.957,1750094887.091,user1,s6
move,548.5319,1165,618,0.957,1750094887.099,user1,s6
move,560.9132,1167,614,0.957,1750094887.107,user1,s6
move,533.2292,1170,611,0.957,1750094887.115,user1,s6
move,451.2376,1172,608,0.957,1750094887.123,user1,s6
move,626.2398,1175,604,0.957,1750094887.131,user1,s6
move,858.2651,1349,412,0.957,1750094887.259,user1,s6
move,708.8694,1353,408,0.957,1750094887.267,user1,s6
move,841.4858,1368,401,0.957,1750094887.283,user1,s6
move,749.9863,1372,397,0.957,1750094887.291,user1,s6
move,506.3703,1376,396,0.957,1750094887.299,user1,s6
move,280.063,1378,395,0.957,1750094887.307,user1,s6
move,382.6571,1381,395,0.957,1750094887.315,user1,s6
move,0.0,1381,395,0.957,1750094887.323,user1,s6
move,87.2275,1382,394,0.957,1750094887.339,user1,s6
move,123.8354,1383,394,0.957,1750094887.347,user1,s6
move,188.6594,1384,393,0.957,1750094887.355,user1,s6
move,245.7192,1386,393,0.957,1750094887.363,user1,s6
move,499.4962,1390,392,0.957,1750094887.371,user1,s6
move,550.0846,1394,391,0.957,1750094887.379,user1,s6
move,393.9279,1397,390,0.957,1750094887.387,user1,s6
move,460.7986,1401,390,0.957,1750094887.395,user1,s6
move,396.5544,1404,389,0.957,1750094887.403,user1,s6
move,639.4056,1409,388,0.957,1750094887.411,user1,s6
move,513.5124,1413,387,0.957,1750094887.419,user1,s6
move,884.3412,1420,387,0.957,1750094887.427,user1,s6
move,492.8765,1424,386,0.957,1750094887.436,user1,s6
move,398.7234,1427,386,0.957,1750094887.443,user1,s6
move,493.027,1431,386,0.957,1750094887.451,user1,s6
move,375.7776,1434,386,0.957,1750094887.459,user1,s6
move,626.7639,1439,386,0.957,1750094887.467,user1,s6
move,259.9104,1441,386,0.957,1750094887.475,user1,s6
move,760.1739,1447,387,0.957,1750094887.483,user1,s6
move,336.3657,1449,389,0.957,1750094887.491,user1,s6
move,374.5695,1452,389,0.957,1750094887.499,user1,s6
move,450.74,1455,391,0.957,1750094887.507,user1,s6
move,559.7081,1459,393,0.957,1750094887.515,user1,s6
move,533.517,1462,396,0.957,1750094887.523,user1,s6
move,554.4306,1466,398,0.957,1750094887.531,user1,s6
move,382.058,1468,400,0.957,1750094887.539,user1,s6
move,461.7261,1471,403,0.957,1750094887.548,user1,s6
move,602.7511,1474,407,0.957,1750094887.556,user1,s6
move,607.2731,1477,410,0.957,1750094887.563,user1,s6
move,732.4173,1479,415,0.957,1750094887.571,user1,s6
move,730.7341,1481,421,0.957,1750094887.579,user1,s6
move,955.2579,1484,428,0.957,1750094887.587,user1,s6
move,797.0059,1485,434,0.957,1750094887.595,user1,s6
move,856.8047,1485,441,0.957,1750094887.603,user1,s6
move,385.703,1486,444,0.957,1750094887.611,user1,s6
move,876.6049,1486,451,0.957,1750094887.619,user1,s6
move,376.0696,1486,454,0.957,1750094887.627,user1,s6
move,472.8241,1486,458,0.957,1750094887.636,user1,s6
move,254.1848,1486,460,0.957,1750094887.643,user1,s6
move,396.4745,1486,463,0.957,1750094887.651,user1,s6
move,394.291,1485,466,0.957,1750094887.659,user1,s6
move,444.5653,1483,469,0.957,1750094887.667,user1,s6
move,277.0188,1482,471,0.957,1750094887.675,user1,s6
move,297.6719,1481,473,0.957,1750094887.683,user1,s6
move,346.9608,1479,475,0.957,1750094887.691,user1,s6
move,269.0713,1478,477,0.957,1750094887.699,user1,s6
move,452.0604,1475,479,0.957,1750094887.707,user1,s6
move,685.9101,1473,484,0.957,1750094887.715,user1,s6
move,704.1977,1468,487,0.957,1750094887.723,user1,s6
move,681.0483,1465,491,0.957,1750094887.731,user1,s6
move,589.5182,1461,494,0.957,1750094887.739,user1,s6
move,531.9381,1458,497,0.957,1750094887.747,user1,s6
move,858.8101,1427,511,0.957,1750094887.779,user1,s6
move,829.9317,1421,513,0.957,1750094887.787,user1,s6
move,590.9801,1417,516,0.957,1750094887.795,user1,s6
move,654.2968,1413,519,0.957,1750094887.803,user1,s6
move,352.3934,1410,519,0.957,1750094887.811,user1,s6
move,173.9484,1409,520,0.957,1750094887.82,user1,s6
move,0.0,1409,520,0.957,1750094887.827,user1,s6
move,0.6284,1408,520,0.957,1750094889.419,user1,s6
move,117.8771,1408,521,0.957,1750094889.427,user1,s6
move,125.4165,1407,521,0.957,1750094889.435,user1,s6
move,137.5272,1407,522,0.957,1750094889.443,user1,s6
move,61.556,1406,522,0.957,1750094889.459,user1,s6
move,0.0,1406,522,0.957,1750094889.467,user1,s6
move,0.731,1406,523,0.9571,1750094890.835,user1,s6
move,126.6167,1406,524,0.9571,1750094890.843,user1,s6
move,0.0,1406,524,0.9571,1750094890.851,user1,s6
move,0.0,1406,524,0.9571,1750094890.859,user1,s6
move,126.4297,1406,525,0.9571,1750094890.867,user1,s6
move,0.0,1406,525,0.9571,1750094890.875,user1,s6
move,63.3169,1406,526,0.9571,1750094890.891,user1,s6
move,501.2014,1410,526,0.9571,1750094890.899,user1,s6
move,953.2491,1553,409,0.9571,1750094891.011,user1,s6
move,885.5047,1556,391,0.9571,1750094891.027,user1,s6
move,914.1393,1558,384,0.9571,1750094891.035,user1,s6
move,896.8586,1561,378,0.9571,1750094891.043,user1,s6
move,857.4115,1563,371,0.9571,1750094891.051,user1,s6
move,668.1364,1565,366,0.9571,1750094891.059,user1,s6
move,798.384,1567,360,0.9571,1750094891.067,user1,s6
move,620.6678,1572,344,0.9571,1750094891.087,user1,s6
move,566.332,1577,333,0.9571,1750094891.1,user1,s6
move,444.8399,1579,323,0.9571,1750094891.115,user1,s6
move,452.521,1579,319,0.9571,1750094891.124,user1,s6
move,403.2701,1580,316,0.9571,1750094891.132,user1,s6
move,376.3058,1580,313,0.9571,1750094891.139,user1,s6
move,408.3606,1581,310,0.9571,1750094891.147,user1,s6
move,402.548,1582,307,0.9571,1750094891.155,user1,s6
move,250.8555,1582,305,0.9571,1750094891.163,user1,s6
move,247.0435,1582,303,0.9571,1750094891.171,user1,s6
move,276.888,1583,301,0.9571,1750094891.179,user1,s6
move,169.4513,1584,300,0.9571,1750094891.188,user1,s6
move,136.9524,1584,299,0.9571,1750094891.195,user1,s6
move,177.1485,1585,298,0.9571,1750094891.203,user1,s6
move,177.3286,1586,297,0.9571,1750094891.211,user1,s6
move,125.4465,1586,296,0.9571,1750094891.219,user1,s6
move,272.4084,1587,294,0.9571,1750094891.227,user1,s6
move,273.0508,1588,292,0.9571,1750094891.235,user1,s6
move,354.8269,1590,290,0.9571,1750094891.243,user1,s6
move,355.1562,1592,288,0.9571,1750094891.251,user1,s6
move,354.5936,1594,286,0.9571,1750094891.259,user1,s6
move,452.3173,1596,283,0.9571,1750094891.267,user1,s6
move,718.5142,1601,280,0.9571,1750094891.275,user1,s6
move,615.8132,1604,276,0.9571,1750094891.283,user1,s6
move,544.5479,1608,274,0.9571,1750094891.292,user1,s6
move,545.2712,1611,271,0.9571,1750094891.299,user1,s6
move,625.0639,1615,268,0.9571,1750094891.307,user1,s6
move,799.6144,1620,264,0.9571,1750094891.315,user1,s6
move,353.4315,1622,262,0.9571,1750094891.323,user1,s6
move,280.1299,1624,261,0.9571,1750094891.331,user1,s6
move,613.4535,1628,258,0.9571,1750094891.339,user1,s6
move,562.1343,1631,255,0.9571,1750094891.347,user1,s6
move,552.1946,1635,253,0.9571,1750094891.355,user1,s6
move,452.7371,1638,251,0.9571,1750094891.363,user1,s6
move,280.2052,1640,250,0.9571,1750094891.371,user1,s6
move,445.3902,1643,248,0.9571,1750094891.379,user1,s6
move,614.7122,1647,245,0.9571,1750094891.387,user1,s6
move,486.3099,1649,242,0.9571,1750094891.395,user1,s6
move,280.5824,1651,241,0.9571,1750094891.403,user1,s6
move,357.3278,1653,239,0.9571,1750094891.411,user1,s6
move,250.8855,1655,239,0.9571,1750094891.419,user1,s6
move,351.6297,1657,237,0.9571,1750094891.427,user1,s6
move,171.9765,1658,236,0.9571,1750094891.435,user1,s6
move,257.1281,1660,235,0.9571,1750094891.444,user1,s6
move,304.1592,1662,234,0.9571,1750094891.451,user1,s6
move,125.3978,1663,234,0.9571,1750094891.459,user1,s6
move,130.4718,1664,233,0.9571,1750094891.47,user1,s6
move,111.4795,1665,233,0.9571,1750094891.479,user1,s6
move,303.5796,1666,232,0.9571,1750094891.483,user1,s6
move,0.0,1666,232,0.9571,1750094891.507,user1,s6
move,41.2573,1666,231,0.9571,1750094891.532,user1,s6
move,31.9929,1667,231,0.9571,1750094891.563,user1,s6
move,122.9713,1668,231,0.9571,1750094891.571,user1,s6
move,0.0,1668,231,0.9571,1750094891.579,user1,s6
move,267.1552,1670,230,0.9571,1750094891.587,user1,s6
move,177.0956,1671,229,0.9571,1750094891.595,user1,s6
move,0.0,1671,229,0.9571,1750094891.603,user1,s6
move,177.5409,1672,228,0.9571,1750094891.611,user1,s6
move,0.0,1672,228,0.9571,1750094891.635,user1,s6
move,89.7605,1673,227,0.9571,1750094891.651,user1,s6
move,24.8392,1673,226,0.9571,1750094891.691,user1,s6
click,,1673,226,0.9571,1750094891.86,user1,s6
move,0.0,1673,226,0.9571,1750094891.995,user1,s6
move,0.0,1673,226,0.9571,1750094892.011,user1,s6
move,112.4328,1673,227,0.9571,1750094892.02,user1,s6
move,0.0,1673,227,0.9571,1750094892.051,user1,s6
move,91.2897,1672,227,0.9571,1750094892.062,user1,s6
move,9.0829,1672,228,0.9571,1750094892.172,user1,s6
move,282.6372,1670,229,0.9571,1750094892.18,user1,s6
move,333.9042,1668,231,0.9571,1750094892.188,user1,s6
move,815.7692,1663,233,0.9571,1750094892.195,user1,s6
move,401.1241,1660,235,0.9571,1750094892.204,user1,s6
move,453.3154,1657,236,0.9571,1750094892.211,user1,s6
move,273.9681,1655,237,0.9571,1750094892.219,user1,s6
move,389.3144,1652,238,0.9571,1750094892.227,user1,s6
move,598.8441,1648,241,0.9571,1750094892.235,user1,s6
move,546.1811,1644,243,0.9571,1750094892.244,user1,s6
move,988.1621,1630,252,0.9571,1750094892.26,user1,s6
move,842.453,1624,255,0.9571,1750094892.268,user1,s6
move,731.4507,1076,714,0.9571,1750094892.667,user1,s6
move,730.6858,1073,719,0.9571,1750094892.675,user1,s6
move,370.967,1072,722,0.9571,1750094892.684,user1,s6
move,572.3501,1071,726,0.9571,1750094892.691,user1,s6
move,272.7173,1070,728,0.9571,1750094892.699,user1,s6
move,281.028,1069,730,0.9571,1750094892.707,user1,s6
move,395.9861,1068,733,0.9571,1750094892.715,user1,s6
move,542.8145,1066,737,0.9571,1750094892.723,user1,s6
move,495.8016,1065,741,0.9571,1750094892.731,user1,s6
move,396.1753,1064,744,0.9571,1750094892.739,user1,s6
move,532.6996,1063,748,0.9571,1750094892.747,user1,s6
move,284.4114,1062,750,0.9571,1750094892.755,user1,s6
move,371.7586,1062,753,0.9571,1750094892.763,user1,s6
move,253.8848,1062,755,0.9571,1750094892.771,user1,s6
move,250.6906,1062,757,0.9571,1750094892.779,user1,s6
move,242.8173,1062,759,0.9571,1750094892.787,user1,s6
move,254.2542,1062,761,0.9571,1750094892.795,user1,s6
move,277.4285,1063,763,0.9571,1750094892.803,user1,s6
move,358.0072,1065,765,0.9571,1750094892.811,user1,s6
move,452.1821,1067,768,0.9571,1750094892.819,user1,s6
move,386.8956,1068,771,0.9571,1750094892.827,user1,s6
move,508.6341,1069,775,0.9571,1750094892.835,user1,s6
move,266.3896,1069,777,0.9571,1750094892.843,user1,s6
move,501.8161,1069,781,0.9571,1750094892.851,user1,s6
move,375.9684,1069,784,0.9571,1750094892.859,user1,s6
move,367.2449,1069,787,0.9571,1750094892.867,user1,s6
move,493.7089,1069,791,0.9571,1750094892.875,user1,s6
move,502.7032,1069,795,0.9571,1750094892.883,user1,s6
move,476.3142,1069,799,0.9571,1750094892.891,user1,s6
move,376.227,1069,802,0.9571,1750094892.899,user1,s6
move,501.651,1069,806,0.9571,1750094892.907,user1,s6
move,516.6729,1068,810,0.9571,1750094892.915,user1,s6
move,624.4869,1068,815,0.9571,1750094892.923,user1,s6
move,790.6739,1066,821,0.9571,1750094892.931,user1,s6
move,831.7081,1066,827,0.9571,1750094892.939,user1,s6
move,493.404,1066,831,0.9571,1750094892.947,user1,s6
move,464.2156,1066,835,0.9571,1750094892.955,user1,s6
move,675.4087,1064,840,0.9571,1750094892.963,user1,s6
move,551.6911,1062,844,0.9571,1750094892.971,user1,s6
move,517.9418,1061,848,0.9571,1750094892.979,user1,s6
move,373.4799,1061,851,0.9571,1750094892.987,user1,s6
move,376.1483,1061,854,0.9571,1750094892.995,user1,s6
move,481.2465,1061,858,0.9571,1750094893.004,user1,s6
move,250.833,1061,860,0.9571,1750094893.012,user1,s6
move,501.771,1061,864,0.9571,1750094893.02,user1,s6
move,559.0289,1060,868,0.9571,1750094893.027,user1,s6
move,357.8961,1060,871,0.9571,1750094893.035,user1,s6
move,791.2466,1059,877,0.9571,1750094893.043,user1,s6
move,367.1913,1059,880,0.9571,1750094893.051,user1,s6
move,521.3929,1058,884,0.9571,1750094893.059,user1,s6
move,501.591,1058,888,0.9571,1750094893.067,user1,s6
move,616.0665,1058,893,0.9571,1750094893.075,user1,s6
move,627.608,1058,898,0.9571,1750094893.083,user1,s6
move,885.6751,1058,905,0.9571,1750094893.091,user1,s6
move,500.4837,1058,909,0.9571,1750094893.099,user1,s6
move,627.5141,1058,914,0.9571,1750094893.107,user1,s6
move,375.643,1058,917,0.9571,1750094893.115,user1,s6
move,502.5074,1058,921,0.9571,1750094893.123,user1,s6
move,476.2196,1058,925,0.9571,1750094893.131,user1,s6
move,534.2042,1058,929,0.9571,1750094893.139,user1,s6
move,267.1323,1059,931,0.9571,1750094893.147,user1,s6
move,616.9546,1059,936,0.9571,1750094893.155,user1,s6
move,832.1481,1059,942,0.9571,1750094893.163,user1,s6
move,638.8517,1060,947,0.9571,1750094893.17,user1,s6
move,626.4456,1060,952,0.9571,1750094893.178,user1,s6
move,574.0903,1060,957,0.9571,1750094893.187,user1,s6
move,799.7529,1060,963,0.9571,1750094893.195,user1,s6
move,627.3639,1060,968,0.9571,1750094893.203,user1,s6
move,750.5017,1060,974,0.9571,1750094893.211,user1,s6
move,502.8237,1060,978,0.9571,1750094893.219,user1,s6
move,500.4837,1060,982,0.9571,1750094893.227,user1,s6
move,627.8898,1060,987,0.9571,1750094893.235,user1,s6
move,373.7129,1060,990,0.9571,1750094893.243,user1,s6
move,463.4718,1060,994,0.9571,1750094893.251,user1,s6
move,280.5237,1059,996,0.9571,1750094893.259,user1,s6
move,358.6817,1059,999,0.9571,1750094893.268,user1,s6
move,407.3194,1059,1002,0.9571,1750094893.275,user1,s6
move,288.7147,1058,1005,0.9571,1750094893.286,user1,s6
move,437.36,1057,1007,0.9571,1750094893.291,user1,s6
move,226.7375,1057,1009,0.9571,1750094893.3,user1,s6
move,202.6803,1056,1010,0.9571,1750094893.307,user1,s6
move,252.7556,1055,1012,0.9571,1750094893.316,user1,s6
move,314.8393,1054,1014,0.9571,1750094893.323,user1,s6
move,116.6251,1054,1015,0.9571,1750094893.331,user1,s6
move,395.2309,1053,1018,0.9571,1750094893.339,user1,s6
move,421.48,1052,1021,0.9571,1750094893.347,user1,s6
move,396.6374,1051,1024,0.9571,1750094893.355,user1,s6
move,390.6906,1050,1027,0.9571,1750094893.363,user1,s6
move,275.7401,1049,1029,0.9571,1750094893.371,user1,s6
move,526.5854,1047,1033,0.9571,1750094893.379,user1,s6
move,515.5331,1046,1037,0.9571,1750094893.387,user1,s6
move,560.6282,1044,1041,0.9571,1750094893.395,user1,s6
move,548.4648,1042,1045,0.9571,1750094893.404,user1,s6
move,556.9943,1041,1049,0.9571,1750094893.411,user1,s6
move,541.2326,1039,1053,0.9571,1750094893.419,user1,s6
move,561.4672,1037,1057,0.9571,1750094893.427,user1,s6
move,250.3913,1037,1059,0.9571,1750094893.435,user1,s6
move,440.5762,1035,1062,0.9571,1750094893.443,user1,s6
move,293.3059,1034,1064,0.9571,1750094893.451,user1,s6
move,125.2891,1034,1065,0.9571,1750094893.459,user1,s6
move,177.3922,1033,1066,0.9571,1750094893.467,user1,s6
move,125.2929,1033,1067,0.9571,1750094893.475,user1,s6
move,0.0,1033,1067,0.9571,1750094893.483,user1,s6
move,0.0,1033,1067,0.9571,1750094893.5,user1,s6
click,,1033,1067,0.9571,1750094893.62,user1,s6
move,0.0,1033,1067,0.9571,1750094893.659,user1,s6
move,2.8457,1032,1067,0.9571,1750094894.011,user1,s6
move,229.5859,1030,1067,0.9571,1750094894.019,user1,s6
move,287.0753,1028,1066,0.9571,1750094894.027,user1,s6
move,131.2155,1027,1066,0.9571,1750094894.035,user1,s6
move,177.0005,1026,1065,0.9571,1750094894.043,user1,s6
move,0.0,1026,1065,0.9571,1750094894.051,user1,s6
move,59.889,1025,1064,0.9571,1750094894.075,user1,s6
move,0.0,1025,1064,0.9571,1750094894.083,user1,s6
move,167.4895,1024,1063,0.9571,1750094894.091,user1,s6
move,270.71,1023,1061,0.9571,1750094894.099,user1,s6
move,199.1954,1022,1060,0.9571,1750094894.106,user1,s6
move,382.8086,1021,1057,0.9571,1750094894.115,user1,s6
move,325.8786,1019,1055,0.9571,1750094894.123,user1,s6
move,465.7031,1017,1052,0.9571,1750094894.131,user1,s6
move,189.1347,1016,1051,0.9571,1750094894.139,user1,s6
move,417.9757,1014,1048,0.9571,1750094894.147,user1,s6
move,503.8071,1011,1046,0.9571,1750094894.154,user1,s6
move,261.1519,1010,1044,0.9571,1750094894.163,user1,s6
