event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
release,n,0.065,1750094575.684,,,,user1,s6
press,o,,1750094575.873,0.254,0.0,0.9534,user1,s6
release,o,0.043,1750094575.916,,,,user1,s6
press,w,,1750094576.085,0.212,0.0,0.9534,user1,s6
release,w,0.076,1750094576.161,,,,user1,s6
press,n,,1750094576.308,0.223,0.0,0.9534,user1,s6
release,n,0.05,1750094576.358,,,,user1,s6
press,Key.space,,1750094576.488,0.18,0.0,0.9534,user1,s6
release,Key.space,0.051,1750094576.539,,,,user1,s6
press,a,,1750094576.682,0.195,0.0,0.9534,user1,s6
release,a,0.047,1750094576.729,,,,user1,s6
press,s,,1750094576.858,0.176,0.0,0.9534,user1,s6
release,s,0.068,1750094576.926,,,,user1,s6
press,Key.space,,1750094577.086,0.228,0.0,0.9534,user1,s6
release,Key.space,0.04,1750094577.126,,,,user1,s6
press,i,,1750094579.202,2.116,0.0,0.9535,user1,s6
release,i,0.095,1750094579.297,,,,user1,s6
press,n,,1750094579.397,0.195,0.0,0.9535,user1,s6
release,n,0.06,1750094579.457,,,,user1,s6
press,t,,1750094579.687,0.29,0.0,0.9535,user1,s6
release,t,0.064,1750094579.751,,,,user1,s6
press,e,,1750094579.922,0.235,0.0,0.9535,user1,s6
release,e,0.042,1750094579.964,,,,user1,s6
press,l,,1750094580.162,0.24,0.0,0.9535,user1,s6
release,l,0.064,1750094580.226,,,,user1,s6
press,l,,1750094580.316,0.155,0.0,0.9535,user1,s6
release,l,0.076,1750094580.393,,,,user1,s6
press,i,,1750094580.581,0.264,0.0,0.9535,user1,s6
release,i,0.074,1750094580.655,,,,user1,s6
press,g,,1750094582.712,2.132,0.0,0.9535,user1,s6
release,g,0.049,1750094582.762,,,,user1,s6
press,e,,1750094582.949,0.236,0.0,0.9535,user1,s6
release,e,0.067,1750094583.016,,,,user1,s6
press,n,,1750094583.148,0.199,0.0,0.9535,user1,s6
release,n,0.063,1750094583.211,,,,user1,s6
press,t,,1750094583.375,0.227,0.0,0.9535,user1,s6
release,t,0.026,1750094583.401,,,,user1,s6
press,Key.space,,1750094583.462,0.088,0.0,0.9535,user1,s6
release,Key.space,0.055,1750094583.517,,,,user1,s6
press,o,,1750094583.767,0.304,0.0,0.9535,user1,s6
release,o,0.08,1750094583.847,,,,user1,s6
press,r,,1750094583.929,0.162,0.0,0.9535,user1,s6
release,r,0.066,1750094583.996,,,,user1,s6
press,Key.space,,1750094584.038,0.109,0.0,0.9535,user1,s6
release,Key.space,0.055,1750094584.094,,,,user1,s6
press,h,,1750094584.307,0.269,0.0,0.9535,user1,s6
release,h,0.051,1750094584.358,,,,user1,s6
press,y,,1750094584.509,0.202,0.0,0.9535,user1,s6
release,y,0.055,1750094584.564,,,,user1,s6
press,p,,1750094584.844,0.335,0.0,0.9535,user1,s6
release,p,0.045,1750094584.889,,,,user1,s6
press,e,,1750094585.012,0.168,0.0,0.9535,user1,s6
release,e,0.064,1750094585.076,,,,user1,s6
press,r,,1750094585.199,0.187,0.0,0.9535,user1,s6
release,r,0.066,1750094585.265,,,,user1,s6
press,a,,1750094585.575,0.376,0.0,0.9535,user1,s6
release,a,0.074,1750094585.649,,,,user1,s6
press,u,,1750094585.774,0.199,0.0,0.9535,user1,s6
release,u,0.059,1750094585.833,,,,user1,s6
press,t,,1750094585.972,0.198,0.0,0.9535,user1,s6
release,t,0.066,1750094586.038,,,,user1,s6
press,o,,1750094586.103,0.131,0.0,0.9535,user1,s6
release,o,0.074,1750094586.177,,,,user1,s6
press,m,,1750094586.328,0.225,0.0,0.9535,user1,s6
release,m,0.051,1750094586.379,,,,user1,s6
press,a,,1750094586.467,0.139,0.0,0.9535,user1,s6
release,a,0.067,1750094586.534,,,,user1,s6
press,t,,1750094586.823,0.357,0.0,0.9535,user1,s6
release,t,0.064,1750094586.887,,,,user1,s6
press,i,,1750094586.963,0.139,0.0,0.9535,user1,s6
release,i,0.069,1750094587.031,,,,user1,s6
press,o,,1750094587.122,0.159,0.0,0.9536,user1,s6
release,o,0.097,1750094587.219,,,,user1,s6
press,n,,1750094587.323,0.202,0.0,0.9536,user1,s6
release,n,0.065,1750094587.388,,,,user1,s6
press,",",,1750094590.442,3.119,0.0,0.9536,user1,s6
release,",",0.036,1750094590.479,,,,user1,s6
press,Key.space,,1750094590.625,0.182,0.0,0.9536,user1,s6
release,Key.space,0.051,1750094590.676,,,,user1,s6
press,b,,1750094590.933,0.308,0.0,0.9536,user1,s6
release,b,0.042,1750094590.974,,,,user1,s6
press,l,,1750094591.234,0.301,0.0,0.9536,user1,s6
release,l,0.082,1750094591.316,,,,user1,s6
press,e,,1750094591.486,0.252,0.0,0.9536,user1,s6
release,e,0.042,1750094591.528,,,,user1,s6
press,n,,1750094591.646,0.16,0.0,0.9536,user1,s6
release,n,0.058,1750094591.704,,,,user1,s6
press,d,,1750094591.877,0.232,0.0,0.9536,user1,s6
release,d,0.078,1750094591.955,,,,user1,s6
press,s,,1750094592.092,0.214,0.0,0.9536,user1,s6
release,s,0.068,1750094592.16,,,,user1,s6
press,Key.space,,1750094592.214,0.122,0.0,0.9536,user1,s6
release,Key.space,0.06,1750094592.274,,,,user1,s6
press,a,,1750094592.703,0.488,0.0,0.9536,user1,s6
release,a,0.056,1750094592.758,,,,user1,s6
press,r,,1750094593.243,0.54,0.0,0.9536,user1,s6
release,r,0.042,1750094593.284,,,,user1,s6
press,t,,1750094593.437,0.195,0.0,0.9536,user1,s6
release,t,0.068,1750094593.506,,,,user1,s6
press,i,,1750094593.636,0.199,0.0,0.9536,user1,s6
release,i,0.073,1750094593.709,,,,user1,s6
press,f,,1750094594.012,0.376,0.0,0.9536,user1,s6
release,f,0.076,1750094594.089,,,,user1,s6
press,i,,1750094594.172,0.159,0.0,0.9536,user1,s6
release,i,0.075,1750094594.247,,,,user1,s6
press,c,,1750094594.689,0.517,0.0,0.9536,user1,s6
release,c,0.083,1750094594.772,,,,user1,s6
press,i,,1750094594.913,0.224,0.0,0.9536,user1,s6
release,i,0.063,1750094594.976,,,,user1,s6
press,a,,1750094595.209,0.296,0.0,0.9536,user1,s6
release,a,0.063,1750094595.272,,,,user1,s6
press,l,,1750094595.389,0.18,0.0,0.9536,user1,s6
release,l,0.052,1750094595.44,,,,user1,s6
press,Key.space,,1750094595.667,0.278,0.0,0.9536,user1,s6
release,Key.space,0.022,1750094595.689,,,,user1,s6
press,i,,1750094596.847,1.18,0.0,0.9537,user1,s6
release,i,0.094,1750094596.94,,,,user1,s6
press,n,,1750094597.043,0.196,0.0,0.9537,user1,s6
release,n,0.053,1750094597.096,,,,user1,s6
press,t,,1750094597.334,0.291,0.0,0.9537,user1,s6
release,t,0.07,1750094597.404,,,,user1,s6
press,e,,1750094597.554,0.219,0.0,0.9537,user1,s6
release,e,0.069,1750094597.623,,,,user1,s6
press,l,,1750094597.841,0.288,0.0,0.9537,user1,s6
release,l,0.064,1750094597.905,,,,user1,s6
press,l,,1750094598.011,0.17,0.0,0.9537,user1,s6
release,l,0.062,1750094598.073,,,,user1,s6
press,i,,1750094598.194,0.183,0.0,0.9537,user1,s6
release,i,0.086,1750094598.28,,,,user1,s6
press,g,,1750094598.436,0.241,0.0,0.9537,user1,s6
release,g,0.08,1750094598.516,,,,user1,s6
press,e,,1750094598.703,0.267,0.0,0.9537,user1,s6
release,e,0.036,1750094598.739,,,,user1,s6
press,n,,1750094598.823,0.12,0.0,0.9537,user1,s6
release,n,0.067,1750094598.89,,,,user1,s6
press,c,,1750094599.037,0.214,0.0,0.9537,user1,s6
release,c,0.077,1750094599.113,,,,user1,s6
press,e,,1750094599.287,0.25,0.0,0.9537,user1,s6
release,e,0.054,1750094599.341,,,,user1,s6
press,Key.space,,1750094599.489,0.202,0.0,0.9537,user1,s6
release,Key.space,0.057,1750094599.547,,,,user1,s6
press,Key.shift,,1750094599.834,0.345,0.0,0.9537,user1,s6
press,(,,1750094600.008,0.175,0.0,0.9537,user1,s6
release,(,0.076,1750094600.084,,,,user1,s6
press,A,,1750094600.511,0.502,0.0,0.9537,user1,s6
release,A,0.119,1750094600.63,,,,user1,s6
press,I,,1750094600.942,0.431,0.0,0.9537,user1,s6
release,I,0.064,1750094601.006,,,,user1,s6
release,Key.shift,1.632,1750094601.466,,,,user1,s6
press,Key.shift,,1750094601.662,0.72,0.0,0.9537,user1,s6
press,),,1750094601.81,0.148,0.0,0.9537,user1,s6
release,),0.101,1750094601.911,,,,user1,s6
release,Key.shift,0.329,1750094601.991,,,,user1,s6
press,Key.space,,1750094602.302,0.492,0.0,0.9537,user1,s6
release,Key.space,0.07,1750094602.372,,,,user1,s6
press,w,,1750094602.842,0.54,0.0,0.9537,user1,s6
release,w,0.054,1750094602.896,,,,user1,s6
press,i,,1750094603.065,0.223,0.0,0.9537,user1,s6
release,i,0.074,1750094603.139,,,,user1,s6
press,t,,1750094603.261,0.196,0.0,0.9537,user1,s6
release,t,0.066,1750094603.328,,,,user1,s6
press,h,,1750094603.388,0.127,0.0,0.9537,user1,s6
release,h,0.047,1750094603.436,,,,user1,s6
press,Key.space,,1750094603.565,0.177,0.0,0.9537,user1,s6
release,Key.space,0.059,1750094603.624,,,,user1,s6
press,t,,1750094603.74,0.175,0.0,0.9537,user1,s6
release,t,0.086,1750094603.825,,,,user1,s6
press,e,,1750094604.038,0.298,0.0,0.9537,user1,s6
release,e,0.057,1750094604.095,,,,user1,s6
press,c,,1750094604.303,0.265,0.0,0.9537,user1,s6
release,c,0.073,1750094604.376,,,,user1,s6
press,h,,1750094604.454,0.151,0.0,0.9537,user1,s6
release,h,0.067,1750094604.521,,,,user1,s6
press,n,,1750094604.72,0.266,0.0,0.9537,user1,s6
release,n,0.071,1750094604.791,,,,user1,s6
press,o,,1750094605.269,0.549,0.0,0.9538,user1,s6
release,o,0.048,1750094605.317,,,,user1,s6
press,l,,1750094605.457,0.189,0.0,0.9538,user1,s6
release,l,0.066,1750094605.523,,,,user1,s6
press,o,,1750094605.722,0.265,0.0,0.9538,user1,s6
release,o,0.029,1750094605.752,,,,user1,s6
press,g,,1750094606.053,0.33,0.0,0.9538,user1,s6
release,g,0.075,1750094606.128,,,,user1,s6
press,i,,1750094606.232,0.179,0.0,0.9538,user1,s6
release,i,0.084,1750094606.315,,,,user1,s6
press,e,,1750094606.498,0.266,0.0,0.9538,user1,s6
release,e,0.064,1750094606.562,,,,user1,s6
press,s,,1750094606.744,0.246,0.0,0.9538,user1,s6
release,s,0.053,1750094606.798,,,,user1,s6
press,Key.space,,1750094607.634,0.89,0.0,0.9538,user1,s6
release,Key.space,0.073,1750094607.707,,,,user1,s6
press,l,,1750094608.604,0.97,0.0,0.9538,user1,s6
release,l,0.033,1750094608.637,,,,user1,s6
press,i,,1750094608.77,0.166,0.0,0.9538,user1,s6
release,i,0.053,1750094608.823,,,,user1,s6
press,k,,1750094608.962,0.192,0.0,0.9538,user1,s6
release,k,0.047,1750094609.009,,,,user1,s6
press,e,,1750094609.09,0.128,0.0,0.9538,user1,s6
release,e,0.07,1750094609.161,,,,user1,s6
press,Key.space,,1750094609.272,0.181,0.0,0.9538,user1,s6
release,Key.space,0.064,1750094609.336,,,,user1,s6
press,Key.shift,,1750094609.793,0.521,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.323,0.53,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.354,0.031,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.403,0.049,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.416,0.013,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.448,0.032,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.48,0.032,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.512,0.032,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.544,0.032,0.0,0.9538,user1,s6
press,Key.shift,,1750094610.576,0.032,0.0,0.9538,user1,s6
press,R,,1750094610.587,0.011,0.0,0.9538,user1,s6
release,Key.shift,0.078,1750094610.654,,,,user1,s6
release,r,17.421,1750094610.663,,,,user1,s6
press,o,,1750094610.939,0.352,0.0,0.9538,user1,s6
release,o,0.07,1750094611.01,,,,user1,s6
press,b,,1750094611.22,0.28,0.0,0.9538,user1,s6
release,b,0.063,1750094611.282,,,,user1,s6
press,o,,1750094611.366,0.146,0.0,0.9538,user1,s6
release,o,0.06,1750094611.426,,,,user1,s6
press,t,,1750094611.633,0.267,0.0,0.9538,user1,s6
release,t,0.057,1750094611.691,,,,user1,s6
press,i,,1750094611.787,0.154,0.0,0.9538,user1,s6
release,i,0.077,1750094611.864,,,,user1,s6
press,c,,1750094612.062,0.275,0.0,0.9538,user1,s6
release,c,0.068,1750094612.13,,,,user1,s6
press,s,,1750094612.337,0.275,0.0,0.9538,user1,s6
release,s,0.071,1750094612.408,,,,user1,s6
press,Key.space,,1750094612.508,0.171,0.0,0.9538,user1,s6
release,Key.space,0.059,1750094612.567,,,,user1,s6
press,Key.shift,,1750094612.975,0.467,0.0,0.9538,user1,s6
press,Key.shift,,1750094613.499,0.523,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.531,0.032,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.563,0.033,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.594,0.031,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.626,0.032,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.659,0.032,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.69,0.031,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.723,0.033,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.754,0.031,0.0,0.9539,user1,s6
press,Key.shift,,1750094613.787,0.032,0.0,0.9539,user1,s6
press,P,,1750094613.815,0.029,0.0,0.9539,user1,s6
release,P,0.067,1750094613.883,,,,user1,s6
release,Key.shift,0.106,1750094613.893,,,,user1,s6
press,r,,1750094614.194,0.378,0.0,0.9539,user1,s6
release,r,0.059,1750094614.253,,,,user1,s6
press,o,,1750094614.401,0.207,0.0,0.9539,user1,s6
release,o,0.058,1750094614.459,,,,user1,s6
press,c,,1750094614.663,0.263,0.0,0.9539,user1,s6
release,c,0.067,1750094614.73,,,,user1,s6
press,e,,1750094615.022,0.359,0.0,0.9539,user1,s6
release,e,0.039,1750094615.061,,,,user1,s6
press,s,,1750094615.353,0.33,0.0,0.9539,user1,s6
release,s,0.047,1750094615.399,,,,user1,s6
press,s,,1750094615.49,0.137,0.0,0.9539,user1,s6
release,s,0.057,1750094615.547,,,,user1,s6
press,Key.space,,1750094615.65,0.161,0.0,0.9539,user1,s6
release,Key.space,0.045,1750094615.696,,,,user1,s6
press,Key.shift,,1750094615.947,0.297,0.0,0.9539,user1,s6
press,A,,1750094616.211,0.264,0.0,0.9539,user1,s6
release,Key.shift,0.301,1750094616.248,,,,user1,s6
release,a,21.093,1750094616.302,,,,user1,s6
press,u,,1750094616.593,0.383,0.0,0.9539,user1,s6
release,u,0.072,1750094616.665,,,,user1,s6
press,t,,1750094616.783,0.189,0.0,0.9539,user1,s6
release,t,0.058,1750094616.84,,,,user1,s6
press,o,,1750094616.977,0.195,0.0,0.9539,user1,s6
release,o,0.076,1750094617.053,,,,user1,s6
press,m,,1750094617.209,0.231,0.0,0.9539,user1,s6
release,m,0.038,1750094617.246,,,,user1,s6
press,a,,1750094617.346,0.138,0.0,0.9539,user1,s6
release,a,0.065,1750094617.411,,,,user1,s6
press,t,,1750094617.753,0.407,0.0,0.9539,user1,s6
release,t,0.015,1750094617.768,,,,user1,s6
press,i,,1750094617.906,0.153,0.0,0.9539,user1,s6
release,i,0.068,1750094617.974,,,,user1,s6
press,o,,1750094618.098,0.192,0.0,0.9539,user1,s6
release,o,0.082,1750094618.18,,,,user1,s6
press,n,,1750094619.341,1.243,0.0,0.9539,user1,s6
release,n,0.049,1750094619.39,,,,user1,s6
press,Key.space,,1750094620.033,0.692,0.0,0.9539,user1,s6
release,Key.space,0.064,1750094620.097,,,,user1,s6
press,Key.shift,,1750094620.294,0.261,0.0,0.9539,user1,s6
press,(,,1750094620.485,0.191,0.0,0.9539,user1,s6
release,(,0.076,1750094620.56,,,,user1,s6
press,R,,1750094621.022,0.537,0.0,0.9539,user1,s6
release,R,0.066,1750094621.088,,,,user1,s6
press,P,,1750094621.363,0.34,0.0,0.9539,user1,s6
release,P,0.069,1750094621.431,,,,user1,s6
press,A,,1750094621.6,0.238,0.0,0.9539,user1,s6
release,A,0.071,1750094621.671,,,,user1,s6
press,),,1750094621.91,0.31,0.0,0.9539,user1,s6
release,),0.075,1750094621.986,,,,user1,s6
release,Key.shift,1.829,1750094622.124,,,,user1,s6
press,Key.space,,1750094622.683,0.773,0.0,0.954,user1,s6
release,Key.space,0.071,1750094622.754,,,,user1,s6
press,a,,1750094623.753,1.07,0.0,0.954,user1,s6
release,a,0.058,1750094623.811,,,,user1,s6
press,n,,1750094623.908,0.156,0.0,0.954,user1,s6
release,n,0.069,1750094623.978,,,,user1,s6
press,d,,1750094624.105,0.197,0.0,0.954,user1,s6
release,d,0.061,1750094624.166,,,,user1,s6
press,Key.space,,1750094624.242,0.136,0.0,0.954,user1,s6
release,Key.space,0.052,1750094624.294,,,,user1,s6
press,Key.shift,,1750094625.524,1.282,0.0,0.954,user1,s6
press,B,,1750094625.688,0.164,0.0,0.954,user1,s6
release,B,0.054,1750094625.742,,,,user1,s6
release,Key.shift,0.222,1750094625.746,,,,user1,s6
press,u,,1750094626.072,0.384,0.0,0.954,user1,s6
release,u,0.078,1750094626.15,,,,user1,s6
press,s,,1750094626.306,0.234,0.0,0.954,user1,s6
release,s,0.042,1750094626.349,,,,user1,s6
press,i,,1750094626.441,0.134,0.0,0.954,user1,s6
release,i,0.075,1750094626.516,,,,user1,s6
press,n,,1750094626.663,0.222,0.0,0.954,user1,s6
release,n,0.027,1750094626.69,,,,user1,s6
press,e,,1750094626.878,0.215,0.0,0.954,user1,s6
release,e,0.064,1750094626.942,,,,user1,s6
press,s,,1750094627.186,0.308,0.0,0.954,user1,s6
release,s,0.063,1750094627.249,,,,user1,s6
press,s,,1750094627.332,0.146,0.0,0.954,user1,s6
release,s,0.073,1750094627.405,,,,user1,s6
press,Key.space,,1750094627.631,0.299,0.0,0.954,user1,s6
release,Key.space,0.062,1750094627.694,,,,user1,s6
press,Key.shift,,1750094628.008,0.377,0.0,0.954,user1,s6
press,P,,1750094628.463,0.454,0.0,0.954,user1,s6
release,P,0.048,1750094628.511,,,,user1,s6
release,Key.shift,0.527,1750094628.535,,,,user1,s6
press,r,,1750094628.835,0.373,0.0,0.954,user1,s6
release,r,0.053,1750094628.888,,,,user1,s6
press,o,,1750094629.0,0.165,0.0,0.954,user1,s6
release,o,0.045,1750094629.045,,,,user1,s6
press,c,,1750094629.288,0.288,0.0,0.954,user1,s6
release,c,0.065,1750094629.352,,,,user1,s6
press,e,,1750094629.524,0.236,0.0,0.954,user1,s6
release,e,0.062,1750094629.585,,,,user1,s6
press,s,,1750094629.815,0.292,0.0,0.954,user1,s6
release,s,0.064,1750094629.88,,,,user1,s6
press,s,,1750094629.963,0.147,0.0,0.954,user1,s6
release,s,0.047,1750094630.009,,,,user1,s6
press,Key.space,,1750094630.136,0.174,0.0,0.9541,user1,s6
release,Key.space,0.064,1750094630.2,,,,user1,s6
press,Key.shift,,1750094630.359,0.223,0.0,0.9541,user1,s6
press,M,,1750094630.793,0.434,0.0,0.9541,user1,s6
release,Key.shift,0.47,1750094630.829,,,,user1,s6
release,m,13.638,1750094630.846,,,,user1,s6
press,a,,1750094631.038,0.245,0.0,0.9541,user1,s6
release,a,0.061,1750094631.099,,,,user1,s6
press,n,,1750094631.164,0.126,0.0,0.9541,user1,s6
release,n,0.051,1750094631.215,,,,user1,s6
press,a,,1750094631.294,0.129,0.0,0.9541,user1,s6
release,a,0.054,1750094631.348,,,,user1,s6
press,g,,1750094631.912,0.619,0.0,0.9541,user1,s6
release,g,0.046,1750094631.958,,,,user1,s6
press,e,,1750094632.157,0.245,0.0,0.9541,user1,s6
release,e,0.066,1750094632.223,,,,user1,s6
press,m,,1750094632.782,0.626,0.0,0.9541,user1,s6
release,m,0.053,1750094632.836,,,,user1,s6
press,e,,1750094632.914,0.131,0.0,0.9541,user1,s6
release,e,0.077,1750094632.991,,,,user1,s6
press,n,,1750094633.074,0.16,0.0,0.9541,user1,s6
release,n,0.065,1750094633.139,,,,user1,s6
press,t,,1750094633.263,0.189,0.0,0.9541,user1,s6
release,t,0.04,1750094633.303,,,,user1,s6
press,Key.space,,1750094634.866,1.604,0.0,0.9541,user1,s6
release,Key.space,0.08,1750094634.946,,,,user1,s6
press,Key.shift,,1750094635.281,0.415,0.0,0.9541,user1,s6
press,Key.shift,,1750094635.809,0.528,0.0,0.9541,user1,s6
press,Key.shift,,1750094635.842,0.033,0.0,0.9541,user1,s6
press,Key.shift,,1750094635.874,0.032,0.0,0.9541,user1,s6
press,Key.shift,,1750094635.906,0.032,0.0,0.9541,user1,s6
press,Key.shift,,1750094635.938,0.032,0.0,0.9541,user1,s6
press,Key.shift,,1750094635.97,0.032,0.0,0.9541,user1,s6
press,Key.shift,,1750094636.002,0.032,0.0,0.9541,user1,s6
press,(,,1750094636.028,0.026,0.0,0.9541,user1,s6
release,(,0.078,1750094636.106,,,,user1,s6
press,B,,1750094636.772,0.744,0.0,0.9541,user1,s6
release,B,0.062,1750094636.834,,,,user1,s6
press,P,,1750094637.433,0.661,0.0,0.9541,user1,s6
release,P,0.106,1750094637.539,,,,user1,s6
press,M,,1750094638.543,1.11,0.0,0.9541,user1,s6
release,M,0.019,1750094638.562,,,,user1,s6
press,),,1750094639.064,0.521,0.0,0.9542,user1,s6
release,),0.079,1750094639.143,,,,user1,s6
release,Key.shift,3.252,1750094639.254,,,,user1,s6
press,Key.space,,1750094639.624,0.56,0.0,0.9542,user1,s6
release,Key.space,0.027,1750094639.651,,,,user1,s6
press,t,,1750094640.582,0.958,0.0,0.9542,user1,s6
release,t,0.046,1750094640.628,,,,user1,s6
press,o,,1750094640.707,0.124,0.0,0.9542,user1,s6
release,o,0.071,1750094640.778,,,,user1,s6
press,Key.space,,1750094640.941,0.234,0.0,0.9542,user1,s6
release,Key.space,0.052,1750094640.993,,,,user1,s6
press,s,,1750094641.253,0.312,0.0,0.9542,user1,s6
release,s,0.085,1750094641.338,,,,user1,s6
press,t,,1750094641.603,0.35,0.0,0.9542,user1,s6
release,t,0.103,1750094641.706,,,,user1,s6
press,r,,1750094641.892,0.289,0.0,0.9542,user1,s6
release,r,0.077,1750094641.968,,,,user1,s6
press,e,,1750094642.106,0.215,0.0,0.9542,user1,s6
release,e,0.08,1750094642.186,,,,user1,s6
press,a,,1750094643.214,1.108,0.0,0.9542,user1,s6
release,a,0.062,1750094643.277,,,,user1,s6
press,m,,1750094643.46,0.245,0.0,0.9542,user1,s6
release,m,0.044,1750094643.504,,,,user1,s6
press,l,,1750094643.722,0.263,0.0,0.9542,user1,s6
release,l,0.079,1750094643.801,,,,user1,s6
press,i,,1750094643.966,0.243,0.0,0.9542,user1,s6
release,i,0.058,1750094644.024,,,,user1,s6
press,n,,1750094644.482,0.517,0.0,0.9542,user1,s6
release,n,0.043,1750094644.525,,,,user1,s6
press,e,,1750094644.633,0.151,0.0,0.9542,user1,s6
release,e,0.049,1750094644.683,,,,user1,s6
press,Key.space,,1750094644.848,0.215,0.0,0.9542,user1,s6
release,Key.space,0.048,1750094644.896,,,,user1,s6
press,b,,1750094645.493,0.645,0.0,0.9542,user1,s6
release,b,0.064,1750094645.556,,,,user1,s6
press,u,,1750094645.849,0.357,0.0,0.9542,user1,s6
release,u,0.082,1750094645.931,,,,user1,s6
press,s,,1750094646.037,0.187,0.0,0.9542,user1,s6
release,s,0.075,1750094646.112,,,,user1,s6
press,i,,1750094646.191,0.155,0.0,0.9542,user1,s6
release,i,0.086,1750094646.277,,,,user1,s6
press,n,,1750094646.421,0.229,0.0,0.9542,user1,s6
release,n,0.059,1750094646.48,,,,user1,s6
press,e,,1750094646.577,0.157,0.0,0.9542,user1,s6
release,e,0.066,1750094646.644,,,,user1,s6
press,s,,1750094646.914,0.337,0.0,0.9542,user1,s6
release,s,0.049,1750094646.963,,,,user1,s6
press,s,,1750094647.045,0.131,0.0,0.9542,user1,s6
release,s,0.067,1750094647.112,,,,user1,s6
press,Key.space,,1750094647.332,0.287,0.0,0.9542,user1,s6
release,Key.space,0.031,1750094647.364,,,,user1,s6
press,o,,1750094648.353,1.02,0.0,0.9543,user1,s6
release,o,0.032,1750094648.385,,,,user1,s6
press,p,,1750094648.496,0.143,0.0,0.9543,user1,s6
release,p,0.089,1750094648.585,,,,user1,s6
press,e,,1750094648.715,0.219,0.0,0.9543,user1,s6
release,e,0.068,1750094648.783,,,,user1,s6
press,r,,1750094648.916,0.201,0.0,0.9543,user1,s6
release,r,0.057,1750094648.973,,,,user1,s6
press,a,,1750094649.222,0.306,0.0,0.9543,user1,s6
release,a,0.068,1750094649.289,,,,user1,s6
press,t,,1750094649.568,0.346,0.0,0.9543,user1,s6
